Protein1,Protein2
O43660,Q13114
Q8WUY3,P36542
Q96PV0,Q92614
Q9UJV3,Q09428
Q9UKE5,P49901
P48047,Q15723
Q9H0E2,O95159
Q96JA3,Q99558
P57740,O75665
Q93034,Q8IV63
Q15311,Q9HAD4
Q9Y5U2,Q12846
Q9NZQ3,Q8N6M8
Q92804,Q5JS37
Q9BQI3,Q9Y2X7
P78362,O75477
P26368,O15155
P52272,Q93034
O94972,Q9Y3C5
P49754,Q16576
Q99627,O43683
Q9BT78,O43318
Q8WU17,Q12986
P52926,O76094
P07476,Q9BUL8
Q8NFW8,O95478
Q8NFZ5,Q6DKK2
Q08752,Q08379
P16157,O95208
P57078,P42336
Q96B97,Q9BXB5
Q9H4L7,Q8WU20
P02545,Q9Y3T9
Q92769,Q92667
Q69YN4,O60496
O14832,Q05655
P52948,Q9NZQ3
O00541,P56945
Q14152,Q9BR77
Q9P2D0,Q9ULW0
O43557,O60341
Q86V81,O75146
Q9NXH9,Q8N4C6
Q15058,Q8NCB2
P57740,Q9BRL6
P98082,Q8WX92
P14866,P80217
Q96GE4,Q96HW7
Q9H0M0,Q92900
P12270,Q6P2Q9
P46821,Q15311
Q9UHD8,P53805
Q9UBD5,O95817
P08559,Q99614
Q9H2D6,Q9BWU0
P48047,P34897
Q9UKK9,P11047
Q8TBK6,Q99615
O75603,Q8IXI2
P60468,P40763
P47974,Q7Z699
P13569,Q9NRG9
Q4VCS5,Q9ULR0
Q8N7W2,P30414
Q9H6E4,O15417
Q9HC77,Q96A33
P22061,Q9UER7
O94986,Q93034
O60508,Q00987
P11310,O60869
O95071,O43663
P49792,Q9NQW6
Q96EP0,Q8NHP6
O14939,P42566
Q5TCZ1,Q96JH7
Q14254,Q9Y295
P31937,Q13263
Q96LZ7,Q96CW1
P49790,Q15382
Q13190,P56545
P51957,Q6IA86
Q9NX18,O43164
P61962,O00232
O75175,P48047
Q96RR1,O75665
P02545,P19838
O95858,O75052
Q9UM54,P25205
Q96G01,Q9NP31
P36507,Q86Y91
Q15669,Q9UGI0
Q9Y5M8,Q8N6T3
Q9NTX7,Q709F0
O95429,P61201
Q9P253,Q9NZJ0
O95714,P0DPB3
Q9NPG2,Q9Y3A6
Q52M75,Q96P48
Q9Y4Y9,Q12996
Q03518,Q13873
Q00987,Q969V5
P49959,P20290
Q9UQE7,Q96RL7
Q9NW64,O95661
Q96EZ8,Q9BYF1
Q9UJT2,Q9H6D7
Q8NFZ5,O95295
Q8IWA0,Q15811
Q8TD19,P11308
Q8WZA0,Q7Z4S6
Q99759,Q9Y580
O43151,Q9BYW2
O94986,Q8IU81
Q92925,P42695
Q9BZE9,O14939
P78527,Q9NYB9
P12270,Q96JN8
P19838,Q86Y13
Q2TAY7,Q9NR31
Q71F56,P10636
Q9NQB0,Q86Y33
Q9ULD6,Q9GZT6
Q96EP5,P50570
P04629,Q86UY6
Q9BQ67,Q9BW19
O95782,Q05397
Q14999,Q8TF72
P61978,Q32NC0
Q8NHQ1,Q69YN4
Q9UK73,Q00613
Q86Y13,Q86SG6
Q9BSJ8,P68400
Q8TEX9,Q8WXH2
O43255,Q7Z4H7
P42773,Q7Z5U6
P29597,Q8N9S9
O14949,P07949
P46734,Q9UF33
Q9BV23,Q9NRL3
P20618,P36542
Q92925,Q9HCE7
O14964,Q8N392
O94874,Q7Z2K8
O14641,Q504Q3
Q86Y07,Q9HCS7
Q13200,Q8WZ64
O00559,Q12846
Q7Z2W4,Q71F23
P06576,Q92804
O14508,Q7Z6E9
O95218,P62913
Q8TB36,Q9BVS4
Q8NDV7,P50570
Q17RY0,Q9BYG4
Q9NYG5,P19174
P08621,O75179
O75558,Q14258
Q8TBK6,Q69YQ0
O96008,Q9Y6K9
Q8WV22,P51948
O43896,Q7Z6B0
Q13393,Q9BRZ2
O95900,Q8TES7
Q9BXM7,Q14258
P55735,Q5XPI4
Q9GZS3,O60437
P43246,O95140
O14654,Q13163
Q9NZZ3,Q99700
Q5C9Z4,Q8WXA9
P36406,Q9NVF7
Q8N8E3,P43307
Q96GE4,P61764
P38398,Q86UX6
Q92614,Q86XL3
Q12986,Q9NXH9
Q9BQG0,Q00987
Q96K80,Q8WXW3
Q6P2C8,Q86WJ1
Q12846,P61758
Q16401,Q8NI35
O75400,O14788
Q66K74,Q9UPR0
Q9UBW8,Q16659
P19838,P15735
P83731,P20962
Q53GS7,Q14258
P51957,Q9NRC1
Q92900,Q9UII2
P47756,P06576
P78545,P35251
O75344,Q16531
Q96KQ4,O95931
Q05655,Q13263
Q9H1D0,Q8IWE4
Q9H8V3,P33991
P04629,Q9BWG6
P33993,O14965
Q68CZ2,Q99683
Q9NRC1,Q15118
P49755,Q8TBY8
Q9H0M0,Q6P4A8
Q12959,Q92804
Q13263,Q14004
Q7Z699,Q13825
Q6ZMZ3,P12956
Q14565,Q8NCE2
Q9BSJ2,P13569
Q15758,Q13625
Q7L804,Q12933
Q9UJC3,Q14318
O14746,O75570
Q8NEV8,O14757
P42858,Q14999
Q14690,Q9Y383
P25786,Q96PK6
Q16531,O95817
Q9P219,Q99590
P62306,O95503
Q9Y383,O75962
P19338,O14508
Q14203,Q8WUA4
P51617,Q96T52
Q07864,Q9NQW6
Q14997,Q5QP82
O75665,Q96EP0
P78317,Q86XL3
Q15029,O95159
Q9Y2D8,Q99614
Q3MHD2,Q8NHV4
Q9NWT1,A5D8V6
Q9UBE0,Q9Y6V0
O96019,Q8N302
Q7L0Q8,Q15040
O94972,Q8IUD2
O75694,Q676U5
Q15006,P53350
P83731,Q13501
Q6VAB6,Q6UVJ0
P53367,P46108
Q8WWF5,O43379
P34947,P10636
Q8TBF4,Q9UN86
Q15058,P21860
P50402,Q9BUJ0
Q8WUY9,Q4V328
Q9Y572,Q5VYK3
P06576,Q9Y6K8
Q06945,O00231
P07196,Q13164
P52926,P11532
Q9BYD3,O14936
P29372,P43243
P14866,Q6P996
P40939,P46821
O95816,Q13724
Q14999,Q9H5K3
O94972,Q9UI36
Q96R06,Q9Y3C5
Q15058,A7KAX9
O94874,Q8IZT6
Q96PU8,Q9H4P4
P53041,Q09428
Q96AQ9,P35222
Q969H0,Q07352
Q8N6T3,Q3B820
Q8WVP7,O14578
Q9UL46,Q14258
Q00613,Q96GR4
P17931,Q14152
Q13009,Q9NYY8
Q9Y4I1,P03950
Q8NFZ5,Q7Z6J8
P13693,Q8TEA7
Q5T5U3,P68400
Q5VT52,Q8WVV4
Q02241,Q9Y2A7
Q9H6T0,P04629
Q01844,O75553
Q13616,Q8WWB3
O95628,Q15029
Q7Z6E9,Q99959
Q9BRK4,Q86YT6
Q92870,Q13190
Q9NP66,P28331
P62316,Q13099
O75083,Q13188
Q9H222,O95235
P33992,Q8TDB6
Q04637,Q13137
Q86YT6,Q8NG06
P37173,P26368
Q69YN4,Q9BW71
P61964,Q13825
Q9BT92,Q92466
P26368,O14818
Q9ULJ8,O95816
Q9BZB8,P51149
Q15427,Q13188
Q7L591,Q13435
Q9NSC5,O00330
Q9Y6D6,Q16630
Q96JK2,P35658
Q9ULJ7,Q9ULH1
O95238,Q12933
Q96L91,Q9Y6M1
Q9GZT8,Q8NI36
Q9NYY8,P36894
P33991,O95721
Q9HAD4,Q6NSJ2
Q12988,Q13191
Q96H55,Q9UM13
Q9NRI5,Q8TEH3
Q9NWB7,P38432
O95235,P32970
Q9UPV0,Q9BTA9
Q7Z7L1,Q7L2Z9
Q02040,O00161
Q5JR59,Q14498
Q8WXH0,P49840
Q9HD67,P51813
Q9GZT6,Q92783
O94906,P52209
P14868,P50402
O14733,Q6RW13
P06576,O95352
Q01804,P33993
P26368,Q02224
Q9NW13,Q5VZ89
Q9UN86,O43683
Q9C0B0,Q02156
Q9H4P4,O60285
Q16288,Q53EZ4
Q13114,Q15811
P55072,Q5T5N4
Q9Y230,P46108
P30154,P18206
P53667,Q15036
Q14676,O14733
Q86UY6,Q00653
Q9Y3D9,O94925
P51532,Q9UK22
Q9UJZ1,Q00610
Q08379,P07948
Q8WU76,P57078
P32970,Q52M75
O76064,Q68CZ6
Q9HCE1,P60174
Q8N6T3,Q13427
P62191,Q86Y33
Q9UMS4,P52732
P62314,Q12802
Q86UY6,Q9Y4K3
Q13017,Q13618
Q2KHN1,Q5JTH9
P34897,O15146
Q9Y4C1,Q96T76
Q6P2H3,Q9UKN8
P43307,Q9Y613
P36957,Q9UPS8
Q15758,Q9Y6A5
Q9Y4X5,Q99570
Q9BUI4,Q14247
O43402,Q96A19
Q96B01,Q99417
P29323,P78545
P42704,Q92945
O75914,P35568
Q6PJT7,Q9Y276
Q5I0X4,Q17RY0
P10515,Q96K80
Q13011,Q9HD26
P61011,Q9Y3F4
Q5R3I4,P43307
Q9BYN8,Q7Z6E9
Q96ST8,P05166
Q15029,Q9UGI0
Q13315,Q16401
Q92575,Q5XPI4
Q86VQ0,Q9H4M7
Q15058,O43414
P47756,P10636
Q96GA3,Q8TEH3
Q9NRI5,O15130
Q69YN4,O15259
Q86XR8,Q14980
Q86X27,Q9UPM8
Q9Y3D6,Q9HD67
Q14247,Q15269
Q6ZNJ1,P55735
Q92817,Q14203
Q5SW79,O15013
P09874,Q99683
Q14203,O94906
O43752,Q5JTZ9
O14776,O00560
O75956,Q8WU20
Q6ZWI9,O43896
Q9P2R3,Q05655
Q9UMS4,Q9UKV3
Q5VT25,P30273
Q6P2Q9,P16066
P62306,Q9H7D7
Q7L0Q8,Q9BPX5
P56945,Q6UB99
P38398,Q5HYI8
Q14019,Q05086
Q16543,P27708
P08621,Q5EB52
P23508,Q9BV73
Q96JN8,Q9BX63
Q6KC79,Q96ST3
O75052,P52948
Q14181,P62314
Q9P1Y5,P41273
P43034,O95359
P40939,P41252
P61289,Q9HCC0
Q96AQ6,Q9H6Y2
Q9UBN7,Q16836
Q6UWP8,P04792
Q5W5X9,Q9NQW6
Q9H8Y8,P56537
Q15907,O15381
Q96QB1,O60493
P23246,Q13501
Q96G01,Q8WU20
Q14457,P34897
O15294,O75935
Q9BUH8,Q13310
Q9NS91,Q5VZ89
O94874,P51149
Q99741,Q9H204
P07948,O43663
Q38SD2,P29323
Q15058,Q9C091
O14745,Q63ZY3
Q16576,O60763
Q96J01,Q9UER7
P36542,Q9BYZ2
Q8TES7,Q5T5Y3
O75400,Q8NFZ5
O95238,Q9H4M7
P13196,Q86VM9
Q9Y570,Q00653
Q5S007,Q8NEN9
Q08379,Q96PK6
Q08379,Q15075
Q96TC7,Q99728
Q9H078,P68400
Q99816,Q9UBQ5
Q15058,Q9UIF3
Q9NQW6,Q5JR59
Q8WUY9,Q6ZNE5
Q14684,Q92769
P55735,Q9NVE4
P79522,Q8TBB1
Q01105,Q9HC07
O14744,Q9Y383
O15021,Q9H078
P12004,P62310
O75925,P54098
P54577,Q9NRI5
Q9Y2D8,O94874
Q96CA5,Q13618
Q9NQT8,P38432
P12956,Q9BST9
O15287,Q9Y6D9
Q9UEU0,P42696
P37173,P98170
P25205,Q9UBC2
P49761,Q8WVM8
Q96HU1,Q13501
Q99816,Q9Y5Q9
Q9ULT8,Q9UBN7
Q9NXC5,O14964
Q8TEW0,Q9H2W6
Q86VM9,Q9UM73
Q9Y6K9,Q07912
Q9Y237,Q14203
Q7Z7L1,Q9NZQ3
Q9NRC1,Q5XPI4
Q13825,Q16576
Q9UNE7,Q8TEP8
Q96DB2,Q96EF0
Q96G01,Q9H0E2
O75494,P61978
Q13322,Q16630
Q6ZNL6,Q92963
O75146,O95373
Q6IPR3,Q92614
Q15058,Q8NHG7
Q9NVK5,P50570
P40937,Q9UNF0
A6NIH7,Q8WU79
Q96CW5,Q9Y446
P13569,Q9Y4A5
Q13794,Q9Y295
P56537,Q9HC77
Q9UKT4,P38432
O76031,P78317
Q9Y6G9,O94875
O43768,O14578
Q13526,Q14244
Q9BRX2,P24539
Q9UBC2,P82094
Q8N122,Q6VMQ6
O95613,Q9HCE1
P25098,O14526
O15020,Q70UQ0
Q86US8,P10515
Q9UL15,Q9UPQ9
Q9H792,Q16666
Q8IWC1,Q9H0M0
Q96CW5,Q92734
P04629,Q9UJV3
Q9P0K7,P35052
P55072,P49961
P61221,P68400
Q9Y2V7,O94763
Q02241,Q15139
Q14258,Q16533
Q13627,Q8TEK3
Q96DI7,Q15669
Q02241,Q14432
Q9NXC5,P29372
Q27J81,Q6UXN9
Q93074,P60900
Q9UN19,Q8IWZ5
Q13618,Q9Y5Y5
O00295,Q6IQ23
Q9P0L0,O75083
Q15831,O60333
O14617,O00232
O95816,P02545
Q9BY77,Q96QH2
P35222,Q8WUA4
Q13618,Q5U5Q3
P31943,Q08379
Q684P5,O43463
Q8IZ41,Q08379
Q9UDY6,O95661
O94927,Q14134
Q9GZM8,O94992
Q8N3K9,P06213
Q9Y295,Q16543
P35249,O75934
Q96PX1,Q9NVE7
Q13617,O43739
Q15154,Q9P2K8
P04629,Q9UL15
Q9NQS7,P49736
Q8WU79,Q9NRC1
A2RRP1,Q8TB24
Q5VT25,Q8TDY2
A0FGR8,Q9Y2T2
Q9HBD1,Q14966
Q9BSM1,Q96KS9
Q13501,Q14155
Q969H0,P08559
Q14676,P51813
Q0D2I5,O43776
P04629,Q8NCE2
Q8TF76,Q13049
Q9Y6K9,Q9NSE2
O00161,P13639
P12755,Q9Y2W6
A8K8P3,Q16186
O43264,Q13438
A6NIH7,Q08945
Q53HI1,Q15427
Q5S007,Q9BQ24
P78362,A4D1E9
O43752,O95816
Q9NRK6,Q9BYD3
Q14677,Q96EP5
Q9NRR6,Q9Y4C8
Q15058,O60573
O15530,P60606
P48736,Q01484
P46199,A6NEM1
Q6W2J9,Q9UJZ1
Q9H078,O96008
Q14457,Q8TCT1
O75815,Q8IXS6
O00444,Q9HB71
O15143,P38398
Q15058,Q8TBK6
Q14247,Q15334
Q96CW5,P07910
Q12955,P05455
P14866,O14654
Q969H0,Q8N103
Q9C0B0,Q5T5U3
Q13263,Q6PJT7
P05165,Q96EF6
Q7Z6Z6,Q9BSJ2
P61587,Q8WUA2
Q9Y230,P50897
P19174,Q96BP3
P55072,O15327
Q03468,Q5VT25
Q14203,Q15154
Q2KHN1,Q9Y570
Q96CV9,Q92545
Q13724,Q66LE6
O43752,Q7Z3B4
Q9UJX5,Q9C005
Q9NX47,P55072
Q8IWE4,P26368
P31943,O75052
Q5M775,Q5M9N0
O95782,O43639
Q8TEJ3,Q5TH69
O15294,Q14966
P17931,Q5H9F3
Q99675,O95235
P52272,Q9Y3A6
P36776,Q6P1N0
Q9BV73,P42858
Q14151,Q8NA72
Q13769,P36957
P48736,Q9UK32
P98082,Q8IU81
Q9NYY3,Q96TA2
P27708,Q13627
Q5T9A4,Q8TER5
P08574,O95271
P06733,Q6ZMV7
Q12849,Q9Y446
Q99807,Q96JB5
O94983,Q32NC0
Q6P2H3,P36894
Q96T52,Q53EZ4
P06733,Q9Y2U8
Q9BXM7,O14576
Q96L21,O75116
P19838,P48681
P52272,P33993
Q96JN2,P04629
Q15058,P01375
Q9HAD4,Q7Z2W4
Q008S8,P02545
Q14258,Q9Y5K6
Q96N67,Q7LBC6
O43567,P27701
Q9BWT6,Q96KS9
O75934,Q86U42
O00499,Q96PK6
P42345,O95235
Q96QZ7,P05455
Q92769,P56945
Q13099,Q69YN4
P06213,P35222
O60313,P62753
P14866,Q9HD26
Q8N488,Q8NDC0
P98175,Q5T7N2
P20585,Q92575
Q9ULT8,Q9BWH6
Q9UJA3,Q15025
P06733,Q9BSC4
P12004,Q9Y282
P49790,O60716
Q69YN4,P62306
P04843,Q8TE76
P11182,A6NHR9
P42858,Q9NRC1
Q9NZL4,O94874
Q969S9,Q14203
O95487,Q9BY78
Q9UN86,Q8N0Z3
Q14289,Q9NRC1
Q8NFZ5,Q9BZZ5
Q9H9L3,P13639
Q15758,Q16666
P42704,Q5SZD1
Q9UHD2,Q9ULW0
Q86Y82,Q96T76
Q14204,P51513
Q02241,Q92674
Q71RC2,Q9Y4I1
Q04323,P07910
P28331,P36406
Q9H2J7,Q12849
Q9NQP4,Q96K19
Q8IXT5,O43175
Q9Y4A5,P33993
O95751,O43660
Q00610,O60716
O43502,Q13469
Q14498,Q9C005
P06733,O95208
O14578,O75385
Q8NI36,Q96T37
P05187,P62258
Q96KP6,P49257
Q6W2J9,Q9Y6K9
Q13620,Q15029
O75530,Q13618
Q2M329,Q8IXM3
Q9NQW6,Q9BYV6
Q96A19,Q69YN4
P04843,Q6WCQ1
Q9Y3D6,Q99816
O15020,P41743
Q15746,Q8N4S9
P33992,Q9UII4
Q96AC1,P00558
Q9Y3Z3,P55072
P40939,Q9NRI5
O00267,Q7Z699
O75925,P0C1Z6
Q01844,Q5T124
P28331,Q96CN9
Q9BUH8,Q13347
Q96RR4,O14641
Q16659,Q8IWX8
Q676U5,Q04637
Q9BRS2,Q13131
Q8WVV9,O60763
Q8N4C6,Q9Y6E0
Q8NFZ5,O14936
O14746,P49790
Q86WA8,P58107
O75674,P33993
O00763,Q13352
P78344,Q9NQW6
Q8IZL8,P21860
P27144,Q7Z5K2
Q96H55,P28072
P20963,Q9NYJ8
P29590,P22314
Q9Y6E0,Q9BVK6
Q13608,Q8TDR0
Q9HCH0,Q8IX03
O95478,Q5VT25
Q92574,P14373
O95229,O00257
Q9HCE1,Q9NPJ6
Q05397,O14578
Q3KP44,Q7Z333
P53367,Q9BQI3
Q9UKG1,Q99615
A1L390,Q9BSM1
Q9GZM8,O00267
Q9UNY4,Q15058
P13995,Q9H2J7
Q96B97,O14556
Q5M775,O14907
Q7Z465,Q9Y2L1
P17948,P55072
Q99417,P02545
Q96PU8,Q9BTX1
Q99501,O75182
Q13023,O75159
O00559,Q99759
Q5JTD0,O94986
Q96SN8,P61978
Q16864,O00443
P25786,Q9UQC2
Q14999,Q9BSJ8
P43307,P12270
O00443,Q96MT8
P62314,Q9NR46
P47756,P40937
Q9NQW6,Q86V86
Q8TD10,Q13310
P04629,Q6DT37
Q05048,Q9BYZ2
Q86U42,Q01105
Q14596,P41212
Q17RB8,Q14997
Q8N5G2,Q8TAT6
Q02241,Q5TZA2
Q96B97,Q9BZZ5
O95816,P50570
Q9Y6M1,Q15758
O76031,O60504
Q8NFZ5,Q3SXY8
O75179,Q15393
Q8N9S9,Q6PKG0
Q9Y2L1,Q5VT06
Q5EBL8,Q12770
Q8WWF5,Q9Y6M1
P35222,Q8TEQ0
Q03933,P33241
Q5S007,Q9UQE7
Q9GZY8,Q5VYK3
P51617,P51149
Q8N573,P27708
P62753,Q9BRX9
Q13616,Q5RL73
Q0VF96,Q14142
P32929,O95817
Q9Y6H1,Q32P41
P16435,Q13617
Q14005,P55884
Q969F9,Q9HCE7
Q9NS91,Q9Y3E7
O15016,Q9C0F1
P12956,Q86Y91
Q9HCE1,P27816
Q92973,Q12846
Q8IWY9,Q9H8V3
P51957,Q99627
Q05084,Q12849
Q6IQ23,O14836
O95817,Q13526
P51116,O00217
P08621,P07196
P98170,O94874
Q969H0,Q14194
Q69YN4,Q6P2H3
Q13233,Q01844
P62380,Q12980
Q14680,Q13114
P0C2W1,Q9NS91
Q86T90,Q71RC2
Q12873,Q9NP58
P40763,P10721
Q00534,Q9C0F1
Q9NX95,Q8NDX1
Q9Y2D4,Q96N67
Q5JR59,Q96B97
Q14849,O95661
Q6PKC3,P20290
P14373,Q9UQE7
Q9UJX2,P53814
Q9NP58,P61978
Q9UBF6,Q14596
P29372,O14578
P14866,Q8IX90
Q02241,Q9Y446
Q9HCC0,Q9Y3F4
Q86Y82,Q6NXT1
P36406,Q5VTB9
Q13263,O60641
O75410,Q13200
Q9NTJ5,Q9NQT8
Q9Y263,O43683
P51957,Q96CV9
Q52M75,Q9H6T3
O75154,P53999
Q567U6,Q7Z6E9
Q86W42,P42356
Q13618,Q02218
Q9UJX3,Q9UN19
Q14BN4,O14965
P61978,P42704
Q9NYP9,Q6XZF7
P01375,Q96CN9
Q96EH3,Q9NRI5
O15042,Q96LB3
A1L4K1,Q9NYM9
Q9GZT3,Q6PIJ6
Q8NFZ5,Q8WYN3
P52757,Q8IYS2
P51991,P49257
O95235,O14964
Q9Y3Q8,P30084
O94992,P17152
Q9NVS9,P04629
Q15637,Q9H2D6
P28070,P04792
Q6ZNJ1,Q96EH3
Q5FWF4,Q9Y4X5
Q9BYV6,O14744
Q8WVM8,Q4VCS5
Q14004,O15357
O95232,O95373
P14868,P17947
O75127,Q9NP62
Q9NVC6,Q99607
Q9H9H4,Q14999
P51991,Q9UQ80
Q01970,P40763
Q9NVK5,Q9H7L9
P98175,P42566
O15155,P08581
Q13596,Q99615
P52630,Q9H6T3
Q13233,O94992
Q96CV9,Q96BR1
Q69YN4,Q6VAB6
Q9NVK5,Q96P48
Q14315,Q8NFH3
P62314,Q9NUJ1
Q9BQS8,Q96JN8
Q86Y82,Q9BZC1
Q9Y6R4,Q7Z6Z7
P02008,Q15058
Q96KQ4,Q9NQP4
Q5VZB9,P11498
Q8NHV4,Q13190
O14929,Q9BZF9
Q8WXA9,P61421
P51617,Q8TDY2
P62306,Q9BW19
Q9HBD1,Q13137
Q15006,O00471
Q8WXA9,Q9BVS4
P36507,P35222
Q9BQA1,Q92538
P34947,Q12986
Q13084,O15439
Q10567,Q96DR4
P61964,Q14596
O60437,Q6ZU80
Q9UM82,Q9UG63
Q14258,Q6IPM2
P33992,Q9P2E9
P29590,Q5W5X9
Q9UNF0,Q9Y5Q9
Q92597,Q96DI7
O95235,P29372
Q9BT25,O43426
O94992,P04792
Q99728,Q9H074
Q15058,Q9UQB8
Q92974,Q9NRK6
O60826,O94763
Q9UG01,Q14974
P43405,P17480
P50402,Q96A19
Q99424,Q92614
Q9UPQ9,P36507
Q9P2E9,Q6RFH5
Q99675,Q9NY59
P31948,P41212
Q9Y4J8,P35638
Q9Y297,Q03113
Q8IYX8,P04629
P06576,O00268
Q96JK2,O14654
Q9P2F6,Q86UY6
Q9Y4I1,P46937
Q5VIR6,Q86US8
Q9H7D0,Q92963
Q9UL15,P61978
Q96RR1,P37198
O95816,Q9HD33
P43405,Q9P2R3
Q86Z20,P31943
Q8WXW3,P61764
Q8NCU7,Q7Z5K2
Q9C0C7,O75791
Q6ZMZ3,Q96H55
Q99417,Q7Z7L1
Q2M1P5,Q8TDY2
P35222,Q8TES7
P04843,P62258
P98175,P14174
Q9H4M7,Q6PCD5
Q9H0B6,Q8NHQ8
P53350,O15169
Q86VM9,Q9Y3D6
P42696,Q00534
O75570,Q6P1L8
Q86UL8,Q9P212
P04629,Q6ZVM7
Q9Y297,Q9UI36
Q08379,Q9UQC2
P42345,Q14643
O00471,O60610
Q8NC42,P12004
Q13064,O43463
O75159,Q8N5G2
P40763,Q3SY00
Q9Y580,P21860
P12956,P62258
P62314,Q9H0A0
Q92614,P49736
P78362,Q02241
O43747,Q8IYP9
Q96GA3,O75694
Q92625,Q08378
Q27J81,Q9HCM9
Q9BXW9,Q15058
Q12934,P26368
P49815,P35251
P25787,P54257
Q5SW79,P04792
Q99549,Q69YN4
Q6PF05,O60333
O75717,Q13501
Q8WYQ5,Q6IQ23
Q9H672,Q14151
Q9BYC5,Q15006
P23434,Q9H4M7
Q92805,Q96DX4
Q12849,O75665
O94992,Q7Z460
Q9NPJ6,O15016
Q8N3Y1,Q9BYZ6
O94992,Q14680
P31943,Q9P270
Q14643,Q9P299
P49257,O95544
Q8TB36,Q92804
Q92574,Q9NPF4
P14866,O43572
O15524,P02545
Q8NB16,Q8TBB1
Q86U42,O95159
P82094,P19838
Q14258,Q14155
Q8TF21,Q96JB5
O75665,P83731
O15530,Q8TCG1
O14949,O15226
Q9UL15,Q13064
Q96E11,Q13200
Q9UBT2,P55072
Q14980,Q9H1X1
Q96CS2,Q53RT3
Q13490,Q96EH3
Q08AD1,Q96CS2
Q03468,O00444
P62316,Q15382
Q8IX03,O95295
Q9HCJ0,Q96AX1
Q14457,Q9UKT8
O75582,Q8IXS6
Q9UER7,O95661
P25786,Q99490
Q9BXW9,Q96T76
Q8TBB1,Q9Y484
Q9NVR5,P61221
P04629,P62913
A6NHG4,P35227
Q6UX04,P50402
Q8NHQ8,Q63HN8
Q9Y2V7,P14866
O75127,Q9BRV8
Q9BWH6,Q9Y2V7
Q96JN8,Q9UHA4
Q14142,Q7Z4K8
P78317,P49736
P20290,Q9H4A3
Q70E73,P06576
O43663,Q8TDY2
Q13618,Q9Y2T2
P14868,Q9NR56
Q8N488,P40763
P42695,P83369
Q9NS91,Q8N3D4
Q09019,Q8NBP0
Q7Z2X4,P42704
Q86Y07,Q8NDV7
Q16659,Q9NSY1
P78317,Q10567
Q9BWG6,Q4VC05
O43264,Q9Y289
Q6IQ23,Q15075
O75553,O15315
Q8IVH8,Q02241
O14777,Q9UQQ2
Q9NRI5,O14862
Q86TS9,Q15287
O60906,P47813
Q8NFZ5,Q5TCZ1
Q86YT6,Q9UER7
P51532,Q9UDY6
P50402,Q96K80
P33991,Q6UVJ0
P25786,P33993
Q8IV32,P06576
Q6VAB6,Q00610
P29475,P83731
Q9NTX7,Q8N8N0
Q86UW6,P22314
P51116,Q9NQ66
P62753,Q9Y3Q8
Q6P4I2,Q99816
Q96EH3,Q9Y6K9
Q14690,Q3SY00
Q92918,P62826
P43243,Q9BT78
P13569,Q6PJ69
P46937,Q96G01
Q16666,Q96GX5
Q5EB52,Q07065
O60907,Q96H55
O94964,O94874
Q13131,Q8IV38
Q8N5G2,P38606
P68400,O75116
Q9Y2D8,Q9UDY2
O75179,P02545
P49755,Q8HWS3
P33897,Q86YT6
Q9BVG8,Q8IV38
Q96CW1,Q13546
Q15772,Q01974
O00559,Q69YN4
Q9NP74,Q99996
O60496,Q9BZZ5
O00499,P43307
Q12797,Q96KB5
Q9BWU0,Q58EX7
Q92783,P42858
Q8TAD8,Q13007
P15735,Q9BXM7
Q9UQL6,Q9Y2A7
Q96SN8,Q9P212
Q9ULL1,Q8WZ64
Q12933,Q13190
Q8TB24,Q92466
Q504Q3,Q9Y2L1
P35251,P83731
Q14676,Q9NRD5
Q9BTW9,Q9H4P4
Q96RQ3,Q96LK0
P82094,P62314
Q8IYX3,Q8N442
Q9Y228,O43175
Q5VT52,P29590
Q13427,Q9BXW6
Q9BV38,P17980
Q15147,P14616
Q13620,P07910
O75970,P23508
P38398,P09619
Q9H4M7,Q8N5R6
Q7Z5K2,P20290
P35606,Q08378
P18754,Q9UBN4
Q9C0B0,Q9BQ67
Q14596,Q5XPI4
Q8IX90,Q8N488
Q9BZF9,P20936
Q5VYK3,O14654
Q12849,Q92974
Q6P2C8,O75344
Q9UL46,Q96F24
Q9HD26,P14324
Q9UNY4,O60308
O14578,P11413
P52272,Q02218
P49756,Q92769
Q9NSP4,Q9NYS0
O95295,P52272
P54577,Q9UM54
P62306,Q92625
Q93034,Q13239
Q01974,O95835
Q99797,P09012
O95503,Q9Y2R5
Q16566,Q14152
O94818,Q9UJV3
P62995,Q96ST3
Q969U6,Q9NQG5
P35527,Q9NZJ5
O95816,Q00987
Q96PM5,Q8N5H7
Q9BYN8,Q9BRX9
Q06587,A6NC98
Q5S007,O14757
O43663,P49257
Q6ICB4,O14645
O75154,Q9Y3A2
P08708,Q96CS2
Q9HAU0,Q9P031
P13569,Q9HCH5
Q9BRK4,Q96EP5
Q5T7N2,Q9H0W8
O94983,O94986
Q7Z2W9,Q9NP78
Q6P2E9,P62875
O14818,Q63ZY3
Q969Y2,Q9GZZ9
Q96RR4,P25054
Q9UGI0,P35527
Q8WU79,O95071
Q8WUF5,Q9Y285
Q9BZD4,Q6ZVM7
O95751,Q8TAT6
Q8NCE0,Q9NPJ6
Q6PJ69,O43426
Q13114,P52701
Q8N205,Q9HCE7
Q9BWU1,O00212
Q92888,Q8WWM7
Q96RF0,Q13148
Q9UL46,Q9BVA0
P28331,P84098
