Protein1,Protein2
P54198,P51532
Q460N5,P42226
P13569,Q8WVV4
Q69YN4,Q53EZ4
P47974,Q9BQG0
P53779,Q9ULI4
Q9H9B1,Q13112
Q8NFV4,O43593
O60895,P54098
P52926,Q9UGN5
P12004,O75925
Q9Y4K3,O00231
Q9NP31,Q13164
P58340,Q9P2D3
Q8TB24,Q14204
O00212,Q3SXY8
Q9UQ80,P52815
Q69YN4,Q14181
O14936,Q99996
Q9GZS1,Q9H0A0
Q9NRR6,Q9P2M7
Q14258,Q6ZW76
O95396,Q9NZJ4
Q6UVJ0,Q9UPQ9
O94972,P50747
O75694,O60763
Q02040,Q86VM9
Q69YN4,P11413
P78317,P05387
Q14596,P42704
Q12986,Q15637
Q9Y6S9,P52948
Q9Y275,Q9UPT5
Q15149,Q9Y2L1
O00444,Q96SN8
P52732,P08621
Q9BQA1,P51532
Q9Y2X0,Q709F0
Q86UY6,Q16576
Q5S007,P13693
P35711,O60907
Q9BQ52,Q9Y4X5
O14576,O43426
P45973,Q8IWC1
Q96G01,O94972
Q02241,Q9GZT3
Q9Y3C5,O94822
P84098,P42858
P56537,O75665
Q969H0,O43175
Q5M7Z0,P49591
O14578,Q16666
Q5SW79,Q16204
Q5XPI4,P54105
O94827,O96008
Q15029,Q9BY44
Q6VAB6,Q9BXL8
Q13084,O75494
Q5XPI4,Q9UHB9
Q9NTX7,P19338
Q9Y4K3,P25789
Q9H4M7,O14828
Q9UBF6,P19174
A6NEM1,Q9BSK4
Q08426,Q5T200
Q5T200,Q71SY5
P50995,Q53EZ4
O14936,Q9P270
O94972,O60701
Q16659,O14543
Q92911,Q658Y4
Q69YN4,O60437
Q8WUM4,P60174
P38432,Q8TBB1
P54252,P36957
Q676U5,P56537
Q13415,P82914
P11801,Q9HCE1
Q9BUH8,Q8IV36
O14513,O95714
Q7Z699,O00459
Q02241,O76094
Q4G0J3,O43719
Q14318,Q9HCU5
Q9UM54,Q14966
P08559,Q13190
A6NEM1,Q9H788
Q9BXM7,O43318
Q15058,Q8TF72
P53779,P10636
P46734,Q96T76
O95661,Q5TC12
P43405,Q15050
Q13620,P04264
P19838,Q9HCC0
P49321,P61764
Q8IWT3,Q96DI7
O75031,Q96IZ5
P40926,Q96E11
P13569,Q9Y2V7
Q5TB30,Q86UD0
O43310,Q53GS7
Q9UI12,O60504
P34897,Q6IA86
Q14203,Q6P1N0
Q9H4M7,Q9H078
O94972,Q86V81
Q96T52,P28331
P56537,Q14690
Q96KS9,O94927
Q9BRS2,Q12904
Q12933,P55209
O95235,Q9ULH0
P04629,P11274
Q7Z4K8,Q13064
Q9Y570,Q03154
P20290,Q14444
Q5U5X0,Q5T9A4
Q9BRX2,Q9NVI1
O94874,Q15269
O14733,Q99683
Q9UHD2,Q5T5P2
P23497,P78406
Q9BYB0,Q16531
Q08426,Q99816
Q16666,P38432
P98170,O15392
Q9Y4P3,Q9NZJ5
P57075,P50570
P60033,Q16630
Q58EX7,Q14498
P78318,Q6ZVM7
Q8NEM0,Q9H2W6
Q14498,Q8NF91
P51957,Q6WQI6
Q96E11,Q00059
O95155,Q00341
Q9Y2K2,A5YKK6
P08574,O00217
Q13137,Q7L590
Q66LE6,Q9BXF6
Q05682,Q96PU8
O14578,Q9NV06
Q96B01,Q9H1E3
Q9UQL6,P61964
Q9NZ43,O95249
Q96RK0,P57740
Q9H4M7,Q05519
O60381,Q5SY16
Q13435,Q15393
Q9NWX5,P00540
Q86UY6,P52948
Q969X5,P48444
P22670,Q2TAC2
Q9HC52,P68400
Q9H0H5,Q05048
Q8NE71,P56537
P08559,O75521
Q12933,Q4V328
Q9BYB0,O94875
P10636,Q00688
Q14258,P33897
Q9H0F5,O95071
P56537,Q13438
Q9NPJ6,Q5VT52
Q5VZ89,Q96QZ7
P38398,Q14807
Q86VM9,P98175
Q13596,P06213
Q93034,Q8TB45
P04629,Q6PD62
O43663,Q92538
Q9BVK8,A1L390
Q6ZNJ1,Q71RC2
O75400,Q8TAD8
Q969V5,P55072
Q8IZU3,Q13535
Q86VM9,Q9BWF3
Q13011,Q8N5F7
P01375,P36542
Q8NEL9,Q92614
Q9HCE1,Q68CZ2
O43463,P49761
Q96PK6,Q14498
Q8TD31,Q7Z4H7
Q8IWT3,Q9HCM3
Q9BPZ3,Q92900
O15357,P46940
O14965,Q9HCJ0
Q96T49,Q9BWG6
Q02241,Q9NQZ2
O00116,P36776
P01344,P54252
Q9UHY1,Q9H4K1
Q6IQ23,O00231
P28070,P26368
P50613,Q9Y5Q9
Q06587,P16219
O14578,O75150
P31943,Q86UW9
Q9H765,Q93034
P31943,P62258
P35222,P49821
Q9H4M7,Q8IU60
Q6P2Q9,P35527
Q9Y4G2,Q9BW19
Q96S44,P84098
Q504Q3,Q9Y4I1
Q02241,P22061
Q9P2S5,Q6P2I7
Q13618,Q9BTW9
O94822,Q86Y91
O14578,Q04637
Q13825,Q9Y375
O43609,Q13191
O43542,Q6NVH7
Q9NPF4,Q8IWB7
Q7Z2W4,Q9BYN8
Q9GZS0,Q13057
Q9H7D0,Q8N157
O95071,Q9UHX1
Q9NYP9,Q2M329
Q504Q3,P62913
Q8TF42,O15357
P78317,Q14789
Q9H4M7,Q8TCY9
P52272,P43307
Q5SW79,Q3KQU3
Q8N122,P42694
O60341,P07196
Q12873,Q14152
P26651,Q676U5
Q14847,Q8WW24
Q5BJF6,Q9BR77
Q9H0M0,P15056
O43663,Q8WXE9
P08621,P42696
Q8TAF3,Q9UHW5
Q969T3,Q96FC9
Q00987,P07919
Q00987,O43175
P51970,Q7Z699
Q2M1P5,O96019
Q68EM7,P47756
Q8N568,Q9H4P4
P55072,Q92974
P56945,P42345
Q9HBF4,O75385
Q9NS91,P62873
O14641,P20929
Q9Y6K9,Q9BYM8
Q9H8V3,Q9UPQ9
Q8N3L3,Q9NPJ6
Q9H0H5,Q7Z628
P0C2W1,P35222
Q15287,Q8WUA4
Q15051,P25786
P36507,P62258
Q8N3Y1,Q9Y6N1
P13569,Q14203
O14578,Q8TED0
Q16512,Q99996
Q3KP44,O14964
Q9C0F1,Q9BT25
P31943,P36957
Q14999,A7KAX9
Q15393,Q9NQB0
Q15831,Q96CW1
Q5S007,Q4G0J3
O60504,Q3SY00
Q15029,Q8TAT6
Q5SW79,Q96R06
Q14764,Q9HD26
Q9UL15,P55072
Q9P2D1,Q86U86
Q9NQ48,Q8TAM2
Q96EP0,Q16543
Q5S007,Q9BSJ2
Q69YN4,O43166
P21860,Q9ULZ2
Q14258,P53350
O95235,Q9BZF9
Q9BYB0,Q8NFZ5
Q8N4F7,Q15555
Q14258,Q14CX7
P61978,Q8TAT6
Q9NYF5,P60468
Q6IQ23,Q9BT78
Q8TBF8,P05165
Q7Z6B0,Q9NQZ5
O75344,Q96JB5
Q9UJY1,Q8WVB6
Q5S007,P28072
Q9H4M7,P53992
Q9HBD1,A5YKK6
Q12933,Q86XT4
P42858,O75351
Q14498,O43175
O15294,Q99741
P14324,Q5R3I4
P48023,Q7Z403
Q9UBK9,Q9NVU0
Q92800,Q9UDY2
Q9HCE1,P25705
Q9H4M7,Q08945
P23508,Q9BXF6
Q96LU5,P40926
Q9C075,O95295
O75533,P62995
Q9NRA8,P02545
P62826,Q9NSI6
Q13620,Q6UXN9
Q15811,O94868
O95376,Q86V81
Q9H4M7,Q8NCE0
O00559,O43399
O43508,Q9HCF6
Q15628,Q9P258
Q96G01,Q9UKE5
Q12959,Q14168
Q9BYF1,Q96CW1
P31943,P15036
P02545,Q15006
Q8IV63,Q16543
Q13618,P33993
O95900,Q9Y2R5
P13569,P46940
Q16543,Q08752
Q00059,Q9BYN8
P49720,P53350
Q8WU90,Q12933
P22314,Q9Y6N9
Q96EZ8,P56537
Q9HCE1,Q9Y584
Q04323,Q9HCM9
Q6IQ23,Q92614
Q5T8D3,Q14254
Q7L190,O00763
Q86WJ1,P45973
Q9H4M7,O96033
P52732,Q9ULD2
Q86UY6,Q9H8Y8
A6NEM1,Q14005
Q99490,Q14315
Q6P4A8,Q6NXE6
Q96PU4,P29372
Q13501,Q969H0
Q5XPI4,Q9HAS3
Q9UHQ1,P02545
Q9BXW9,Q9NW38
Q07864,Q13310
O15155,Q9UNK0
Q9NVE7,O43399
O14777,Q99996
O95140,P20618
P15924,Q9NWA0
P50897,P62318
O60921,P40937
Q9HAU0,Q92817
P38398,Q14764
P13569,P17931
O95429,Q53EZ4
P46934,Q9UHD8
P53667,Q9NZ71
O00459,P41743
O75592,Q86U42
O75771,Q9BRK4
Q13049,Q8N3C7
Q16659,Q9NRC1
P38398,Q9UQE7
Q9H0H5,Q9P2W9
P53041,P56537
Q676U5,Q5T8P6
P78317,Q6ZNA4
Q96BN2,Q9Y4A5
Q9UL15,P14868
Q9HCE1,P54577
Q93074,Q14980
Q14498,O14979
P11274,Q6ZV89
Q6PJG6,O15360
P37198,Q8TBB1
Q9NPJ6,Q96E11
Q9H8V3,Q9UPN3
Q9BRS2,P84098
Q86UY6,Q9Y3F4
Q13137,Q01081
O43663,P24928
O15054,P62314
Q15287,O94906
Q08AD1,O43896
Q12849,Q9Y2Z4
O75140,Q12980
P08581,P07332
P02766,Q8NFH3
Q15058,P08559
O95376,Q92734
Q15029,Q658Y4
P18206,Q8WVM8
Q969H0,Q9C005
O94992,P14678
Q9UQL6,O15294
O94972,Q8NDV7
Q13315,Q13263
Q9Y4J8,Q07157
P78344,Q9UG01
Q99816,Q12840
Q9UM54,Q13137
Q9BYN8,P28331
Q9BTD8,Q8IUH3
P61587,P35222
Q8N9I9,P13639
Q16666,Q15029
P34897,P52824
O43752,Q9Y4J8
Q53EL6,Q9Y297
Q96AX1,Q9HCH0
Q93034,P98179
Q9UJW9,Q63ZY3
Q9NZL4,Q99614
Q92783,Q9C0B0
Q8NEZ2,Q8IWZ5
O14777,Q49A88
O00203,Q96PK6
Q12873,O75821
Q13627,Q14669
Q00987,P50897
P51572,P04843
Q92870,Q6ZR37
Q96PU5,O15066
Q5T7N2,P78527
Q9H4M7,Q9Y2H5
P50897,P13639
Q13322,P07949
Q8NA72,Q14008
P62310,Q13769
Q02241,Q99959
P62310,O94906
P52429,Q8N3E9
Q86SG2,Q8WV44
Q3KP44,Q86YT6
Q15029,Q9NX55
O43663,Q9C037
P42695,P46778
Q9UM82,Q9Y6K9
P02545,Q8WVX3
Q9UII4,Q14181
P04629,O60306
Q02880,Q92804
P31943,Q9UJX3
P04629,Q9H1B7
Q9H4M7,Q8N983
P22314,Q6P4I2
Q10567,Q5SW96
Q96LU5,Q99567
Q8TER5,Q96RR1
Q5S007,Q9NTX5
Q96GF1,P51572
P58340,Q15149
Q9NRD5,Q08426
P60468,O95487
Q96RP9,Q92947
Q12849,Q9Y276
O95758,O75330
Q9H4M7,O15550
Q8WUZ0,Q9H981
Q7Z698,Q92870
Q5SW79,P98170
Q9BZR9,Q96EQ8
Q13501,Q9UPT8
Q8TB24,O14654
O75521,Q5T5P2
Q9Y6G9,Q9Y5X1
P23246,Q53EZ4
Q9NPE2,Q8N983
P55196,Q8TDM6
Q9Y3Z3,O75923
Q5XPI4,Q9UHD8
P51116,Q6PJI9
Q86VM9,P34897
P51532,O14744
Q8TBB1,P53355
Q9UI12,O95229
Q8NCY6,Q9UER7
Q9UL15,Q03933
O95159,Q14254
Q9UKN8,Q9NRI5
Q6WKZ4,Q9Y3M2
Q96T76,Q9NZ71
Q9Y6K9,Q9Y6G9
Q9P2S5,Q9H3U1
P62258,Q9NRI5
O75208,Q99807
Q15058,Q14123
Q9NYY8,Q86TS9
Q9H4M7,P50995
Q7Z6G8,P38432
O94874,Q8TDY2
P26368,Q07666
Q8NC42,Q14596
Q86YR7,Q9Y6H1
Q9Y6K9,Q14004
Q9UJY1,Q9UBY9
P61218,Q7KZ85
O94972,Q7Z406
Q9ULZ2,Q9UHV9
Q9Y230,Q9H981
Q9UN86,P19525
P49736,O95782
P11308,Q86U70
Q13515,Q8N0S2
Q9NQB0,P78527
P18206,Q68CZ6
P05783,Q5VU43
P13569,O60684
Q9BVN2,Q6DKK2
Q6UX06,Q8IYI6
Q8NFZ5,Q3KRA6
P30260,Q15542
Q86VM9,Q14684
P12956,Q9BTA9
Q8NI27,Q8TBF4
P84098,Q9BYN8
O75530,Q9HC52
Q8TDR0,Q9UPN3
Q8NA56,Q9P2R3
Q9BXM7,Q8IXZ2
Q15006,P53999
P25789,P28070
Q92870,Q8TC29
Q7L804,O95782
P04629,P35606
P35590,Q8NCE2
Q69YN4,Q14667
Q13501,O75694
Q6UVJ0,Q66GS9
Q99728,P78362
Q12834,Q4G163
Q8N5M1,Q96RQ3
P29590,Q6ZW49
O75410,Q9H4P4
P04629,Q9UK59
Q86UX6,Q8N568
Q9BW71,P54198
Q96GR4,Q14139
Q9P258,P26368
Q6IA86,Q9BRP4
P04629,P78527
Q96QC0,Q8N684
Q07666,Q96HL8
Q14684,Q8IXT5
Q9BRS2,Q9Y3F4
Q8N1B4,Q5T5P2
Q5S007,Q7Z4S6
Q8WVM7,Q15393
P21860,Q9NR46
Q9H4M7,Q9BV68
O75530,Q9BQG0
Q9BYB0,Q15811
Q9BWU1,Q9NVC6
Q6ZU80,Q8WXW3
P04792,Q9NSI6
P34947,Q9BQG0
Q7Z7G1,Q13308
Q03468,P12004
Q8IV63,Q99816
P05783,Q5HYC2
Q8WXI2,Q8NI35
Q6PJT7,P07910
Q9ULW0,Q9NV06
Q9BQA1,P62304
P05783,O95613
Q9UK45,O94906
P11274,Q00610
Q9Y6E0,P55010
Q08AD1,O94967
P43243,Q8NDT2
P46937,P08708
Q86VM9,Q9BTD8
Q495M9,Q9Y6N9
Q9H4L7,P14866
O14908,O60830
Q9H4M7,O75400
Q8IYE0,Q96JN2
O95817,P09874
Q9BZZ5,P46778
P62258,Q9UJZ1
Q8WXW3,Q9BZW7
P62310,Q86TB9
Q9Y2Z4,P05166
P13569,Q8TEX9
P20794,Q9NYG5
Q00987,Q9C005
Q14764,Q9UJV3
Q99615,Q8NEZ3
Q96T52,P08574
Q7Z6Z7,Q9H3U1
Q6VAB6,Q14789
Q96QH2,P07948
Q9UL03,Q75QN2
Q8WWM7,Q8WUA2
Q9UBN7,P54819
P43307,Q9Y4P3
Q92614,Q00610
Q2M329,O75150
Q8N4C6,Q8NHV4
Q5SZD1,O60907
Q9BZE1,Q9UJZ1
Q7Z699,Q8NC06
Q02241,P46778
O00212,Q52LW3
Q14258,P53999
O43172,Q13523
Q14764,Q86UW9
Q96MT1,P50542
O95229,Q5U651
Q15058,O14974
Q13616,Q14999
O75031,Q8TD31
Q96G97,Q9Y5Y5
Q02241,Q9Y2Z4
O95758,Q96G25
O00257,Q12873
Q13519,Q58WW2
Q14684,Q14677
Q9UJY4,Q08379
P38432,P43246
O43663,Q15269
P35222,Q8WWI1
Q96KQ4,Q0D2I5
Q07065,Q9ULG1
Q8TDY2,P50402
Q14203,Q9ULD2
P50613,Q92466
A6NED2,Q96MH7
O14576,Q96NL0
P51991,P51149
Q8N488,P78527
P60468,O75694
P43307,O94901
P55196,Q15334
O95376,Q8NDV7
Q9Y297,P61758
Q9NPE2,O94925
O14508,P29597
Q9NX70,Q93074
P22314,Q5JTZ9
P15735,Q8WWM7
O43281,O60504
Q9BXW9,O15287
Q13501,Q15025
Q504Q3,P62753
Q9BWT7,Q9HC52
Q8N0S2,Q5T9S5
Q9H8V3,Q6PCD5
Q8WW59,Q5U5X0
Q86YC2,P02545
Q66GS9,Q0D2I5
P25098,Q9Y6K8
Q9UBE8,Q13616
Q9H4M7,Q9H000
Q12846,Q8NDV7
Q9HBD1,Q15758
Q96TC7,Q96RL7
Q96JH7,Q9BTW9
Q9NZL4,Q9BY44
Q12955,Q9H792
Q8N4Y2,P49720
P49736,P20929
P35638,Q6PJT7
Q8WXW3,Q9NRD5
Q9BXW9,P09874
Q69YN4,Q8N3P4
Q9NUQ8,Q99996
P07910,Q07666
Q7Z6B0,O43747
P12757,O60437
P35222,O94906
P78317,Q00610
Q15311,Q96CN9
P07196,O95817
Q8N684,Q8WUA2
P47974,O14744
P43307,O15155
O43663,Q8TF76
O94992,P05455
Q69YN4,Q05086
P57723,Q9H4B6
A6NK89,Q13625
Q9NPJ6,Q8TD19
Q69YN4,Q05823
Q9HAU0,Q9BV73
Q08379,Q93034
Q9H0E2,P61962
Q9BXW9,P15924
P78362,O43172
Q9NRA8,Q9BT92
Q96KS9,Q9NX08
Q13137,P13639
Q14318,Q14674
O00471,Q9UPT5
Q9H000,Q12959
Q6P4A8,Q13057
O95235,P48047
Q4VCS5,Q5T9S5
Q3SX64,O60551
Q13627,Q9Y608
Q6P3X3,Q9Y5U2
Q8IVW4,Q16610
Q9Y6K9,Q7Z6K4
Q9H4M7,Q9UPN3
Q8TBK6,Q5H9F3
Q8NHP6,Q7Z406
Q03933,O43151
Q9Y3D8,Q15542
Q9BWT7,Q13671
Q9H788,O14526
Q13616,Q9UKA1
Q9H8V3,P61978
P55010,P41567
Q69YN4,Q9UGR2
Q5T8D3,Q9UJX5
P49761,Q13310
O95816,Q05397
P04843,Q96AQ6
Q93034,Q92945
Q92797,Q9H6E5
Q7Z3B4,Q9BV73
P10636,P78362
Q14318,A0FGR8
Q13526,Q9UN86
O00295,P36776
O95235,Q15050
P14866,A0FGR8
Q9BSC4,P52272
Q9P0J0,P40763
P10636,Q96EE3
Q5T7B8,Q13627
Q96DB2,Q7Z6Z7
Q99728,Q8NEN9
Q9UK45,Q86TB9
P60033,Q13347
Q7Z6E9,P07910
Q15025,Q8IX04
Q9BQ24,P43243
Q6JQN1,Q9HBU6
Q9P1A2,Q9BX63
Q9UBC1,Q9P2D1
O60896,Q96LU5
P78537,O14964
Q8WXH2,Q5T5P2
P62913,Q9UHB9
Q13625,Q8IYE1
Q9Y2J4,P04264
Q9BYN8,Q5T447
O95758,P35222
P08621,P35250
P54257,P42858
Q07065,Q9NZ43
P04629,Q00534
P12004,Q5VST9
Q9H4M7,Q9Y295
Q99996,Q9NYB9
Q6NVH7,Q12980
P14866,Q58WW2
Q7L0Q8,P08133
Q12834,Q13042
Q96T76,Q9UBN7
P07949,P27037
Q8WV22,Q96MF7
P11308,Q6ZW49
Q14258,Q96FS4
P62995,Q13242
Q13625,Q96GG9
A6NEM1,Q15287
Q96MA1,Q8N684
Q5JR59,Q8IYI6
P35606,P53621
P31943,Q6ZMI0
Q8IVF2,O95159
P56545,Q9NXU5
P78332,Q15393
Q16666,Q92734
Q9BV73,O75925
Q86VQ0,Q3KQU3
O43318,O94885
P25788,P62306
Q9ULD6,O00232
Q7Z2W9,Q8IXM3
Q9H765,P33993
Q02241,O60293
Q9UJC3,Q8TEP8
Q9UK00,Q96L92
Q9UJC3,Q14204
Q9H8V3,Q66GS9
P20290,P56945
Q05086,Q13625
P49736,Q92567
Q6ZRI8,O43660
P61587,Q9H2D6
O43236,P42858
Q4V328,Q9ULZ2
P40939,Q9UJZ1
Q9BQS8,Q9BY77
P05783,Q9UPS8
Q13469,Q9HB71
Q15056,P52209
Q969U6,Q9BVQ7
O00559,Q9H9E3
Q6ZU80,Q8N6V9
P06213,P01344
Q13501,Q9P1Z2
P57078,P53621
P06753,Q9NYJ8
P08621,Q5T200
Q13263,O75155
Q3KP44,Q86UR1
Q9UGU5,Q96MF2
Q8WV44,Q7Z419
Q9P1Y6,Q9NQG5
Q15669,O00560
Q86U10,Q9NQL9
Q14258,Q969H0
P49736,P26368
Q9BRK4,Q9BSW7
Q9Y4K3,P58107
P57078,P53041
Q15029,O75821
P33991,P25205
Q16288,Q6PKX4
P78317,Q6VMQ6
P40763,P06400
O60333,O76041
Q8N488,Q9Y6I3
Q15029,P42704
O75530,Q92945
Q9HCE1,Q9UPR3
Q9UJC3,Q9NRA8
Q8NFC6,Q15291
O95816,Q14008
P53667,Q9BWH6
Q9Y2I8,Q9BYW2
P83436,P27816
Q13263,O14929
Q96SN8,Q9Y2D8
P08559,Q14152
P38398,P60228
P23508,P49321
P40926,P49406
Q9NRD5,Q6IPR3
Q13501,Q9GZT3
Q9H4B6,O95835
P78362,Q96T37
Q69YN4,Q09019
Q9BYB0,O15049
Q9BYZ2,Q13148
O95376,Q9Y6I7
Q5SY16,Q14966
Q5TCZ1,Q8N122
Q96JN2,Q96EZ8
Q99623,Q6P996
P10636,Q9ULT8
Q8NDT2,Q8IVL1
Q9Y6S9,Q9NPH2
Q9H7C4,Q9NS87
O75787,Q8WVM8
Q9H967,Q08945
Q86Z20,O95990
Q96EE3,Q6PJI9
O95817,Q00537
Q8N4C6,O60573
Q9UBF6,Q13794
Q9UNF0,Q6WCQ1
Q9NWA0,Q14498
Q99700,Q17RY0
Q96T52,P54098
Q9NSC5,Q9NW64
Q9NWX5,Q92625
O15294,Q8IV63
Q92769,Q9H4A3
P25963,Q15653
O14745,Q9NXU5
Q13501,O76094
Q9H0E2,O00560
P78362,Q99590
Q8N1B4,Q9BWG6
Q9Y6K9,P47813
O14579,P43243
P50402,P35227
O43678,O95299
P52272,Q9BZW7
Q9Y297,Q86X10
Q13200,Q9UBN7
P60033,Q9UNE7
Q14684,Q5C9Z4
O95758,Q9BWF3
O95140,P28072
P04843,O75787
Q8IYF3,Q5PSV4
Q9Y512,Q9H4I3
P40763,P00558
P26368,Q9UMS4
Q9BTT4,Q9H204
Q7L5Y6,Q9UBS8
O43913,Q99741
Q92630,O75400
O75179,P25054
P20290,Q7Z406
O75747,P19174
Q69YN4,Q14997
Q12834,Q9NYG5
P36406,Q9BYD3
Q6A163,Q15149
Q96CV9,Q9Y4W6
O43663,Q8NFH4
Q96GF1,O43765
Q49A88,O95229
Q9NPE2,Q9GZT3
Q8WTP8,Q8WV44
Q15637,P12270
Q9UQE7,C9JQI7
P13569,Q68CZ2
P56945,P49591
Q8IYU2,Q9NY99
Q14258,Q9Y3A2
O43678,Q9Y237
O96017,O15151
P23508,P60900
Q6ZMU5,Q92878
Q15029,Q9Y291
Q03933,Q01804
Q02241,P07910
Q13148,Q04637
O15078,Q9Y2D8
Q15006,O75400
O94826,P35606
Q96MT8,Q8IYX8
O00212,Q13190
Q8NA72,Q8N4C6
O95159,Q5T8D3
Q99501,Q9Y2L1
Q9Y6G9,Q9GZN8
Q13501,Q6UXN9
Q8N9E0,Q05086
Q12934,Q96R06
O14879,P62314
Q16186,Q6P4R8
P11274,P49736
P62753,Q5SY16
P61289,P02489
O95235,Q9H1Z9
Q69YN4,A1X283
Q96G01,Q8TF72
P12004,O94988
Q96KB5,P83731
P62258,P06576
A1L390,Q9P2R3
Q13501,Q8NFI4
Q6ZNE5,Q8TDY2
Q7L3B6,Q16543
P04629,P40763
Q9C075,Q4V328
Q8WXE1,O14757
O15155,Q9BYG3
Q9HBD1,P05387
Q9HCE7,O95218
Q9H0E2,Q10589
Q9BSI4,Q96FV2
Q86UY6,O75663
Q5S007,O00116
Q6PCD5,P12004
Q9BW19,Q00059
Q9UM54,Q8N9T8
Q08AD1,Q9ULD2
Q9NQW6,Q69YQ0
Q13200,P31948
Q14847,P05783
P31943,Q9BWF3
Q16543,P51991
Q13148,P15924
Q8TDR2,P54819
Q99959,Q8WXW3
O95714,O15270
P14866,P62258
Q8NFZ5,P84098
Q9UM73,P05783
Q69YN4,O95782
O14949,O14548
Q9H4M7,Q13889
Q14258,Q9UBT7
Q8IX03,Q9P1Y5
P13569,O15269
O75533,O15260
Q96T52,Q5SY16
Q9H4M7,Q16186
Q8N3C7,Q96SN8
P25963,Q13490
Q7L591,P07948
Q92974,Q8IWC1
Q7RTV0,Q9UDW3
P62318,O60508
Q15118,Q16512
Q9GZT6,Q12849
P52948,Q9HAU5
Q9UHD2,Q6DT37
Q13114,Q13490
P14866,Q96G97
O75554,Q15637
Q16659,O95071
Q4VCS5,Q86UW6
O14777,Q14678
P61587,Q8N4S9
P09496,Q6P1N0
Q9H4M7,O43684
Q69YN4,Q16204
Q8WXW3,Q9H3U1
Q96AJ1,P60468
P04629,Q9Y4I1
P10636,O00231
Q9BYZ6,Q9Y5B9
Q5VU43,Q92817
Q96G30,O60493
P49257,Q15334
P06733,Q13596
Q9H8V3,P29590
P62753,Q9BQ67
Q14596,Q13200
P61587,O14578
Q08379,Q8TEK3
Q9UBK2,Q00534
P46937,Q99623
Q13620,Q92734
O96017,Q14676
P08962,Q9H6R6
Q92667,Q9Y2W6
P52948,A6NE01
P19838,Q9NNW5
Q9NQW6,Q8NBU5
O43482,Q9NRA8
Q8NDV7,O60573
Q9P2K1,O15078
Q92804,P26368
Q5T7N3,O14929
P49790,P78406
Q6PKG0,Q02880
Q8WWF5,Q96MH6
O95163,Q99728
Q9BSI4,P41236
Q6P2Q9,P31943
O75570,P19525
Q00987,Q9BSJ8
O14965,Q9C0C2
P09496,Q9H425
Q93034,P35573
Q12849,Q14690
Q8IUH3,P62913
Q92538,Q00534
Q9UBF6,O75159
P12956,P43246
Q9NYM9,Q8WVT3
Q9UK96,Q9UNE7
Q9UQL6,P22061
P78362,A6NC98
P19525,O14745
O14678,Q8NC42
Q7L0Q8,Q8WU20
Q6ZMT1,Q9NTZ6
Q96KP6,P02545
Q13490,Q96CN9
O75694,Q96JQ2
P08559,P42704
Q96RQ1,Q5HYI8
Q9BZV1,Q16566
Q96DB2,Q8NI36
Q96RY7,Q8WUY9
P12757,P30260
Q9ULG1,Q6P4R8
P10636,O43776
Q14498,Q14194
Q12846,Q9NNW5
O15360,P51955
Q9UN79,P35716
O60610,Q12965
Q96RK0,Q9P219
P52298,P24928
Q9Y4Z0,Q96DI7
Q9H4M7,Q9BXJ9
Q9BXM7,P31943
Q9Y4P8,Q9NZL4
Q6P3W7,O43303
Q13418,P31943
Q5BJF6,O43303
Q9UGI0,Q14258
Q9UG22,P42858
Q14258,Q9H0F5
P04792,Q92966
Q9BVK6,P35606
Q9Y2R5,Q13084
Q7L0Q8,Q14566
A7KAX9,Q8N264
P78362,Q13823
P42858,Q15149
Q12933,Q9UM82
O94972,P23246
Q6UVJ0,Q8WXW3
P07948,Q9ULJ8
Q9Y680,P49638
Q14008,Q9NVH2
Q2TAC2,Q9H0W8
P62306,O60508
O00212,O75410
Q13823,Q9Y3A2
Q9NV06,Q969U6
A6NEM1,Q9Y228
P38398,P30622
Q15058,Q13242
Q14999,O43896
P98179,P52815
P49257,P51149
O95758,O15155
P04629,O15357
O14578,P08574
Q8N5F7,Q6PJT7
Q9Y615,Q8N8S7
Q6UB99,Q96GN5
Q15029,Q15021
P79522,Q9Y4C8
Q13137,Q9NSV4
Q6ZNE9,P42858
Q6P2Q9,Q02790
Q14684,Q9BW27
O94992,Q16531
P55072,O76064
Q9UJW0,Q05682
Q5W5X9,Q8NEH6
Q9NRA8,Q86SE9
P08581,O14508
Q13546,P28070
Q15058,Q8IVL0
P19525,Q9Y3T9
Q8N6V9,O60341
Q9UII4,Q05086
P10636,Q9BT78
Q13501,P52209
Q16666,Q8NEJ9
Q00059,P28331
Q14203,O60333
Q9Y4K3,Q93034
Q14999,Q13242
Q13501,Q9BRK4
O15360,P51532
Q9UPS6,Q5T8P6
Q14457,Q86Y13
O43909,Q8NFW8
P02768,Q9Y6Y1
O75570,Q9BYD3
Q9C0B0,Q9NR31
P60033,Q01844
Q9H4M7,Q99661
P61978,Q8WVV9
Q12986,Q9BY77
Q96ST8,Q96M89
Q9NVX0,Q9UQL6
Q9BXM7,Q02790
Q9UM54,Q00610
Q96RK0,P12755
Q9Y297,Q8NDV7
Q13418,Q02790
Q92574,Q674X7
Q8N488,P61964
Q14258,Q13368
Q14847,P25788
O43663,Q9UBB4
Q9BRK4,O94964
Q9Y6K9,Q9UNM6
O43663,Q9UQ80
Q9H7C4,Q9BZF9
Q8TBK6,Q9UBC2
Q6ZMI0,P02489
Q6ZMI0,P29144
P49761,Q9UNE7
O95249,O15155
