,Protein UniProt Acc.,EC Number,isEnzyme
125117,Q9NPC3,2.3.2.27,1
125155,Q9HAZ1,2.7.12.1,1
125191,Q9Y6F8,2.3.1.48,1
125192,Q9Y232,2.3.1.48,1
125300,Q9BZP6,3.2.1.14,1
125672,Q9Y6F7,2.3.1.48,1
125700,Q86WJ1,3.6.4.12,1
125908,O76039,2.7.11.22,1
126087,P49761,2.7.12.1,1
126156,Q00532,2.7.11.22,1
126176,P00450,1.16.3.1,1
126219,Q3L8U1,3.6.4.12,1
126424,O14647,3.6.4.12,1
126425,Q12873,3.6.4.12,1
126502,Q96EP1,2.3.2.27,1
126529,Q13231,3.2.1.14,1
126761,P32320,3.5.4.5,1
126799,Q00526,2.7.11.22,1
126801,Q00535,2.7.11.1,1
126851,Q8TDI0,3.6.4.12,1
126854,Q9P2D1,3.6.4.12,1
127078,O95476,3.1.3.16,1
127081,Q9UFF9,3.1.13.4,1
127668,Q86W10,1.14.14.1,1
128356,A0A087X1C5,1.14.14.1,1
128361,Q7Z449,1.14.14.1,1
128953,P24462,1.14.14.1,1
129404,O15516,2.3.1.48,1
129908,P49760,2.7.12.1,1
130387,Q96LI5,3.1.13.4,1
130388,O95628,2.3.2.27,1
130389,Q9ULM6,3.1.13.4,1
130645,O14757,2.7.11.1,1
130926,Q9UIV1,3.1.13.4,1
131020,Q9H078,3.6.1.3,1
131092,Q16740,3.4.21.92,1
131531,P00395,1.9.3.1,1
131650,P20853,1.14.14.1,1
131656,P10635,1.14.14.1,1
131948,Q16696,1.14.14.1,1
131957,P10632,1.14.14.1,1
132080,Q9BRF8,3.1.3.16,1
132133,P07333,2.7.10.1,1
132181,O14595,3.1.3.16,1
132524,P05177,1.14.14.1,1
132536,P13584,1.14.14.1,1
132579,Q8NEV1,2.7.11.1,1
132829,P24903,1.14.14.1,1
132842,P20815,1.14.14.1,1
132854,P98187,1.14.14.1,1
133038,Q9GZU7,3.1.3.16,1
133455,P51589,1.14.14.1,1
133531,P68400,2.7.11.1,1
133532,P19784,2.7.11.1,1
133537,P41240,2.7.10.2,1
133654,P04798,1.14.14.1,1
133669,P33260,1.14.14.1,1
133679,Q96SQ9,1.14.14.1,1
133684,Q9HB55,1.14.14.1,1
133696,Q9HCS2,1.14.14.1,1
133697,Q8N118,1.14.14.1,1
134593,Q9UHL0,3.6.4.13,1
134596,O00571,3.6.4.13,1
134604,Q8NHQ9,3.6.4.13,1
134609,Q5H9U9,3.6.4.13,1
134610,P26196,3.6.4.13,1
134712,O14936,2.7.11.1,1
134748,O14578,2.7.11.1,1
134988,P61803,2.4.99.18,1
135066,Q9NQC7,3.4.19.12,1
135263,A8MPP1,3.6.4.13,1
135517,P53355,2.7.11.1,1
136143,O43293,2.7.11.1,1
137033,Q9NXZ2,3.6.4.13,1
137036,Q9H0S4,3.6.4.13,1
137038,Q8N8A6,3.6.4.13,1
137044,Q9NY93,3.6.4.13,1
137045,O95786,3.6.4.13,1
137575,Q9C098,2.7.11.1,1
138609,Q9NXB9,2.3.1.199,1
138612,Q9GZR5,2.3.1.199,1
138847,P21709,2.7.10.1,1
138848,P29317,2.7.10.1,1
138849,P54764,2.7.10.1,1
138852,Q15375,2.7.10.1,1
138853,P54753,2.7.10.1,1
138887,P04626,2.7.10.1,1
138891,Q2NKX8,3.6.4.12,1
139083,Q9HB03,2.3.1.199,1
139085,Q9NYP7,2.3.1.199,1
139327,Q9UF33,2.7.10.1,1
139329,Q5JZY3,2.7.10.1,1
139395,P09467,3.1.3.11,1
139469,P09104,4.2.1.11,1
139661,Q6UWW8,3.1.1.1,1
139751,O95677,3.1.3.48,1
140081,Q05397,2.7.10.2,1
141316,O00167,3.1.3.48,1
141318,Q15910,2.1.1.43,1
141717,Q4G0A6,3.4.19.12,1
141949,O15075,2.7.11.1,1
141950,Q8N568,2.7.11.1,1
142008,Q9NUU7,3.6.4.13,1
142017,Q92499,3.6.4.13,1
142018,Q9BUQ8,3.6.4.13,1
142019,Q9NUL7,3.6.4.13,1
142020,Q9H8H2,3.6.4.13,1
142021,O15523,3.6.4.13,1
142036,Q9HBH1,3.5.1.88,1
142498,Q13206,3.6.4.13,1
142499,Q96FC9,3.6.4.12,1
142506,Q9UJV9,3.6.4.13,1
142509,Q5T1V6,3.6.4.13,1
142510,Q8IY21,3.6.4.13,1
142885,P18858,6.5.1.1,1
142890,P49917,6.5.1.1,1
143151,P23743,2.7.1.107,1
143153,Q16760,2.7.1.107,1
143154,P49619,2.7.1.107,1
143281,O43143,3.6.4.13,1
143283,O60231,3.6.4.13,1
143286,Q7L2E3,3.6.4.13,1
143288,Q7L7V1,3.6.4.13,1
143933,O75912,2.7.1.107,1
143934,P52824,2.7.1.107,1
143966,Q96C10,3.6.4.13,1
144035,P52429,2.7.1.107,1
144039,Q5KSL6,2.7.1.107,1
144166,Q9H6R0,3.6.4.13,1
144168,Q9H5Z1,3.6.4.13,1
144169,Q8IY37,3.6.4.13,1
144250,P49916,6.5.1.1,1
144478,Q92771,3.6.4.13,1
144484,Q9GZR7,3.6.4.13,1
144491,Q7L014,3.6.4.13,1
144495,Q9Y6V7,3.6.4.13,1
144499,Q86TM3,3.6.4.13,1
144500,Q8TDD1,3.6.4.13,1
144712,Q14147,3.6.4.13,1
144889,Q9Y6K1,2.1.1.37,1
145475,Q9Y315,4.1.2.4,1
145625,Q6P158,3.6.4.13,1
145626,Q08211,3.6.4.13,1
145627,P49366,2.5.1.46,1
145672,Q9UIK4,2.7.11.1,1
145772,P06132,4.1.1.37,1
145925,Q08345,2.7.10.1,1
146224,Q9Y6T7,2.7.1.107,1
146228,Q86XP1,2.7.1.107,1
146229,Q13574,2.7.1.107,1
146336,Q96HY7,1.2.4.2,1
146342,Q8IX18,3.6.4.13,1
146390,Q09013,2.7.11.1,1
146511,Q9NRF9,2.7.7.7,1
146823,Q16832,2.7.10.1,1
146828,Q9NVP1,3.6.4.13,1
146832,Q9UHI6,3.6.4.13,1
146839,Q86XP3,3.6.4.13,1
146845,Q9NQI0,3.6.4.13,1
147075,Q9BZG8,2.5.1.108,1
147174,P54098,2.7.7.7,1
147186,P27487,3.4.14.5,1
147532,Q86Y13,2.3.2.27,1
147548,Q66K89,2.3.2.27,1
147727,Q9UBC3,2.1.1.37,1
147823,Q86UW9,2.3.2.27,1
148140,Q13627,2.7.12.1,1
148175,P09622,1.8.1.4,1
148392,P09884,2.7.7.7,1
148486,Q6XUX3,2.7.12.1,1
148571,Q86XF0,1.5.1.3,1
148574,Q92630,2.7.12.1,1
148582,P00374,1.5.1.3,1
148604,Q9BQI3,2.7.11.1,1
148809,Q8TEK3,2.1.1.43,1
148825,Q9BQC3,2.5.1.108,1
148910,Q9NP87,2.7.7.7,1
149280,Q8TE96,3.6.4.12,1
149345,Q86Y01,2.3.2.27,1
149348,Q9Y2E6,2.3.2.27,1
149512,Q9Y463,2.7.12.1,1
149529,Q9NZJ5,2.7.11.1,1
149623,Q07864,2.7.7.7,1
149628,Q9UHN1,2.7.7.7,1
149663,Q6V1X1,3.4.14.5,1
149767,Q8N9I9,2.3.2.27,1
150231,Q8TDB6,2.3.2.27,1
150309,P33316,3.6.1.23,1
150339,O00148,3.6.4.13,1
150341,Q13838,3.6.4.13,1
150511,Q9P2K8,2.7.11.1,1
150800,P56282,2.7.7.7,1
150802,Q9NR33,2.7.7.7,1
150839,Q86TI2,3.4.14.5,1
151256,P26358,2.1.1.37,1
151349,Q9H9T3,2.3.1.48,1
151645,O00303,3.4.19.12,1
151722,P13929,4.2.1.11,1
151922,P21860,2.7.10.1,1
151923,Q15303,2.7.10.1,1
152339,P00533,2.7.10.1,1
152580,A1L3X0,2.3.1.199,1
152680,P18074,3.6.4.12,1
152681,P19447,3.6.4.12,1
152788,Q9BW60,2.3.1.199,1
152846,P54756,2.7.10.1,1
153062,Q09472,2.3.1.48,1
153067,P29322,2.7.10.1,1
153069,P54762,2.7.10.1,1
153071,P29323,2.7.10.1,1
153072,P54760,2.7.10.1,1
153238,O43781,2.7.12.1,1
153397,P55084,2.3.1.16,1
153605,Q96DP5,2.1.2.9,1
153667,Q8NFZ0,3.6.4.12,1
153757,P07332,2.7.10.2,1
154022,P68106,5.2.1.8,1
154132,Q9H8M7,3.4.19.12,1
154141,Q8NBR6,3.4.19.12,1
154259,Q8NFF5,2.7.7.2,1
154323,Q14289,2.7.10.2,1
154456,Q6NT32,3.1.1.1,1
154550,Q99504,3.1.3.48,1
154780,Q9NWM8,5.2.1.8,1
154793,Q9BX63,3.6.4.13,1
154794,Q8IYD8,3.6.4.13,1
154923,P11362,2.7.10.1,1
154924,P21802,2.7.10.1,1
154925,P22607,2.7.10.1,1
154926,P22455,2.7.10.1,1
154936,Q96AY3,5.2.1.8,1
155069,O00757,3.1.3.11,1
155144,Q8IXL6,2.7.11.1,1
155256,Q9NW38,2.3.2.27,1
155269,P16591,2.7.10.2,1
155405,P09769,2.7.10.2,1
155856,Q02790,5.2.1.8,1
155858,Q13451,5.2.1.8,1
155859,Q9Y680,5.2.1.8,1
155895,Q00688,5.2.1.8,1
155921,P36888,2.7.10.1,1
156055,P42685,2.7.10.2,1
156392,P62942,5.2.1.8,1
156401,Q14318,5.2.1.8,1
156816,P02794,1.16.3.1,1
156959,Q9H0R6,6.3.5.7,1
157137,Q9NYL4,5.2.1.8,1
157145,P26885,5.2.1.8,1
157151,O95302,5.2.1.8,1
157955,O14556,1.2.1.12,1
158108,Q10471,2.4.1.41,1
158110,Q8N4A0,2.4.1.41,1
158118,P07902,2.7.7.12,1
158331,Q16595,1.16.3.1,1
158343,Q8N4E7,1.16.3.1,1
158397,A2VDF0,5.1.3.29,1
158457,P06744,5.3.1.9,1
158512,P51570,2.7.1.6,1
158523,Q14435,2.4.1.41,1
158525,Q7Z7M9,2.4.1.41,1
158672,P07954,4.2.1.2,1
158701,P06241,2.7.10.2,1
159200,O75343,4.6.1.2,1
159399,O14976,2.7.11.1,1
160133,O94808,2.6.1.16,1
160623,Q7L622,2.3.2.26,1
160685,P11413,1.1.1.49,1
161120,P48728,2.1.2.10,1
161163,Q02153,4.6.1.2,1
161827,Q04446,2.4.1.18,1
162236,Q06210,2.6.1.16,1
162680,Q9NY28,2.4.1.41,1
162871,Q9H227,3.2.1.21,1
162897,P30793,3.5.4.16,1
163295,Q10472,2.4.1.41,1
163303,Q8NCL4,2.4.1.41,1
163841,P23378,1.4.4.2,1
164260,Q14410,2.7.1.30,1
164263,Q6ZS86,2.7.1.30,1
164315,O94925,3.5.1.2,1
164319,Q8IUC8,2.4.1.41,1
164320,Q8N3T1,2.4.1.41,1
164871,Q9UI32,3.5.1.2,1
164879,Q6P9A2,2.4.1.41,1
165041,Q86SR1,2.4.1.41,1
165044,Q8NCW6,2.4.1.41,1
165047,Q49A17,2.4.1.41,1
165215,P34896,2.1.2.1,1
165288,P46926,3.5.99.6,1
165297,Q86UL3,2.3.1.15,1
165555,Q96SL4,1.11.1.9,1
166113,Q86XS8,2.3.2.27,1
166423,P36959,1.7.1.7,1
166446,Q8N335,1.1.1.8,1
166699,P28161,2.5.1.18,1
167243,Q14409,2.7.1.30,1
167800,Q16775,3.1.2.6,1
168612,P34897,2.1.2.1,1
168657,Q9P2T1,1.7.1.7,1
168696,P43304,1.1.5.3,1
168854,P08263,2.5.1.18,1
168856,Q16772,2.5.1.18,1
168862,P09211,2.5.1.18,1
168868,P0CG30,2.5.1.18,1
169000,P33402,4.6.1.2,1
169001,Q02108,4.6.1.2,1
169348,P32189,2.7.1.30,1
169533,Q8TDQ7,3.5.99.6,1
169550,Q9HCL2,2.3.1.15,1
170039,Q6PIY7,2.7.7.19,1
170717,Q8IXK2,2.4.1.41,1
170718,Q96FL9,2.4.1.41,1
170719,Q8N428,2.4.1.41,1
170836,P07203,1.11.1.9,1
170958,P48506,6.3.2.2,1
171002,P0CG29,2.5.1.18,1
171019,P30711,2.5.1.18,1
171103,P49915,6.3.5.2,1
171306,P18283,1.11.1.9,1
171317,O75715,1.11.1.9,1
171318,P59796,1.11.1.9,1
171321,Q8TED1,1.11.1.9,1
171381,P48637,6.3.2.3,1
171626,O14929,2.3.1.48,1
171714,P09210,2.5.1.18,1
171717,O15217,2.5.1.18,1
171732,P09488,2.5.1.18,1
171737,Q03013,2.5.1.18,1
172023,Q8TDG4,3.6.4.12,1
172113,P13716,4.2.1.24,1
172221,P21695,1.1.1.8,1
172384,Q7RTV2,2.5.1.18,1
172390,Q9Y2Q3,2.5.1.18,1
172397,P21266,2.5.1.18,1
172399,P46439,2.5.1.18,1
172557,P08631,2.7.10.2,1
172594,Q9UBN7,3.5.1.98,1
172676,P22352,1.11.1.9,1
172901,P25092,4.6.1.2,1
172975,Q75N03,2.3.2.27,1
173505,Q02846,4.6.1.2,1
173506,P51841,4.6.1.2,1
173573,Q96GX5,2.7.11.1,1
173673,Q969S8,3.5.1.98,1
173893,Q5GLZ8,2.3.2.26,1
173894,Q8IVU3,2.3.2.26,1
173942,Q13547,3.5.1.98,1
173943,Q92769,3.5.1.98,1
173944,P56524,3.5.1.98,1
173946,Q8WUI4,3.5.1.98,1
173955,Q9P2P5,2.3.2.26,1
174165,Q8WVB3,3.2.1.52,1
174421,Q96Q04,2.7.11.1,1
174740,P07948,2.7.10.2,1
174801,Q16584,2.7.11.25,1
175346,P49137,2.7.11.1,1
175351,Q9P0N8,2.3.2.27,1
175353,Q86UD3,2.3.2.27,1
175354,Q9P2E8,2.3.2.27,1
175357,Q86YJ5,2.3.2.27,1
175576,Q38SD2,2.7.11.1,1
175577,Q5S007,2.7.11.1,1
175600,P29376,2.7.10.1,1
175602,O94822,2.3.2.27,1
175672,Q9BXT6,3.6.4.13,1
175679,Q9Y6R4,2.7.11.25,1
175681,O43318,2.7.11.25,1
175684,Q8IVH8,2.7.11.1,1
176109,Q96QH8,3.2.1.17,1
176116,Q02779,2.7.11.25,1
176123,Q13233,2.7.11.25,1
176129,Q99683,2.7.11.25,1
176228,Q16644,2.7.11.1,1
176429,O95382,2.7.11.25,1
176434,O95819,2.7.11.1,1
176468,Q9NX47,2.3.2.27,1
176471,Q8NA82,2.3.2.27,1
176774,P27448,2.7.11.1,1
176778,Q6P0Q8,2.7.11.1,1
176780,P42679,2.7.10.2,1
176975,O43766,2.8.1.8,1
176991,P53671,2.7.11.1,1
177115,Q9Y5X9,3.1.1.3,1
177327,Q6UWE0,2.3.2.27,1
177552,Q8TBB1,2.3.2.27,1
178001,P61626,3.2.1.17,1
178032,O75951,3.2.1.17,1
178046,Q12852,2.7.11.25,1
178048,Q99558,2.7.11.25,1
178049,Q6ZN16,2.7.11.25,1
178056,Q5TCX8,2.7.11.25,1
178059,Q12851,2.7.11.1,1
178149,Q5T0T0,2.3.2.27,1
178153,Q96L34,2.7.11.1,1
178159,O60307,2.7.11.1,1
178160,O15021,2.7.11.1,1
178202,P40926,1.1.1.37,1
178351,Q56UN5,2.7.11.1,1
178353,Q99759,2.7.11.25,1
178357,P41279,2.7.11.25,1
178420,Q6UB28,3.4.11.18,1
178450,Q8TCQ1,2.3.2.27,1
178457,Q9H992,2.3.2.27,1
178460,A6NNE9,2.3.2.27,1
178552,P33991,3.6.4.12,1
179162,Q86YT6,2.3.2.27,1
179171,P31152,2.7.11.24,1
179175,P53779,2.7.11.24,1
179176,P53778,2.7.11.24,1
179235,P25205,3.6.4.12,1
179501,P31153,2.5.1.6,1
179703,P16455,2.1.1.63,1
180858,P10620,2.5.1.18,1
180939,P33993,3.6.4.12,1
180941,Q9UJA3,3.6.4.12,1
181030,Q00987,2.3.2.27,1
181284,Q5U5Q3,2.3.2.27,1
181704,Q99735,2.5.1.18,1
181938,P45983,2.7.11.24,1
182252,Q8TD08,2.7.11.24,1
182392,P20794,2.7.11.1,1
182421,P23368,1.1.1.38,1
182549,P33992,3.6.4.12,1
182553,Q14566,3.6.4.12,1
182559,Q9NXL9,3.6.4.12,1
182969,P80192,2.7.11.25,1
182971,Q92918,2.7.11.1,1
183039,P53582,3.4.11.18,1
183049,Q8IW41,2.7.11.1,1
183164,Q12866,2.7.10.1,1
183371,O14733,2.7.12.2,1
184299,Q8WXR4,2.7.11.1,1
184616,Q9BV20,5.3.1.23,1
185037,P30304,3.1.3.48,1
185142,Q6DT37,2.7.11.1,1
186246,Q13064,2.3.2.27,1
186363,Q5VT25,2.7.11.1,1
186697,Q9NYA4,3.1.3.48,1
186887,Q969V5,2.3.2.27,1
187768,P42345,2.7.11.1,1
188227,Q6VVB1,2.3.2.27,1
188303,Q9Y314,2.3.2.27,1
188353,Q9BZ95,2.1.1.43,1
188423,Q16620,2.7.10.1,1
188453,P03891,1.6.5.3,1
189444,P15559,1.6.5.2,1
190157,Q6DKJ4,1.8.1.8,1
190642,Q9BSD7,3.6.1.15,1
190649,P04629,2.7.10.1,1
190868,P03905,1.6.5.3,1
190968,O60285,2.7.11.1,1
191725,Q9BQG2,3.6.1.22,1
191945,P04181,2.6.1.13,1
192082,Q02218,1.2.4.2,1
192131,Q96L73,2.1.1.43,1
192468,P03915,1.6.5.3,1
192902,Q7Z2Y5,2.7.11.1,1
192911,O96028,2.1.1.43,1
193676,P03886,1.6.5.3,1
193957,P03923,1.6.5.3,1
194331,Q8TE49,3.4.19.12,1
194332,Q5VVQ6,3.4.19.12,1
194384,P0C869,3.1.1.4,1
194463,P0DN37,5.2.1.8,1
194608,Q9H4B0,2.3.1.234,1
194712,Q8N6M0,3.4.19.12,1
194714,Q6GQQ9,3.4.19.12,1
194715,Q96DC9,3.4.19.12,1
194716,Q96G74,3.4.19.12,1
194789,Q53H96,1.5.1.2,1
194808,Q3MJ16,3.1.1.4,1
194809,Q68DD2,3.1.1.4,1
195420,P11177,1.2.4.1,1
195698,Q9NPF4,2.3.1.234,1
195707,P39656,2.4.99.18,1
195743,P00480,2.1.3.3,1
195917,Q7L8S5,3.4.19.12,1
195987,P04054,3.1.1.4,1
195995,Q86XP0,3.1.1.4,1
196070,Q9NZK7,3.1.1.4,1
196127,Q9Y536,5.2.1.8,1
196362,Q9H999,2.7.1.33,1
196468,Q5T2D3,3.4.19.12,1
196469,Q01804,3.4.19.12,1
196547,Q9NZ20,3.1.1.4,1
196548,P14555,3.1.1.4,1
196549,Q9UNK4,3.1.1.4,1
196550,Q9BZM2,3.1.1.4,1
196678,Q9NVV4,2.7.7.19,1
196681,Q9NR21,2.4.2.30,1
198162,Q5VV17,3.4.19.12,1
198166,Q96BN8,3.4.19.12,1
198183,O95747,2.7.11.1,1
198225,O96013,2.7.11.1,1
198230,A0A0B4J2A2,5.2.1.8,1
198508,Q9NVE7,2.7.1.33,1
198520,Q8N5Y8,2.4.2.30,1
198574,Q8TE04,2.7.1.33,1
198575,Q9BZ23,2.7.1.33,1
198587,Q5XG87,2.7.7.19,1
198607,Q8N3A8,2.4.2.30,1
198608,Q7Z3E1,2.4.2.30,1
198761,Q96FA3,2.3.2.27,1
198851,P11678,1.11.1.7,1
199076,P07237,5.3.4.1,1
199077,Q13087,5.3.4.1,1
199078,P30101,5.3.4.1,1
199082,Q14554,5.3.4.1,1
199272,Q9H792,2.7.10.2,1
199529,O60346,3.1.3.16,1
199530,Q6ZVD8,3.1.3.16,1
199664,P09619,2.7.10.1,1
199921,Q9BXM7,2.7.11.1,1
199966,Q9NRZ7,2.3.1.51,1
199970,P19174,3.1.4.11,1
199996,P41247,3.1.1.3,1
199999,Q9NP80,3.1.1.5,1
200369,Q86V86,2.7.11.1,1
200436,O15120,2.3.1.51,1
200457,O60733,3.1.1.4,1
200616,P17858,2.7.1.11,1
200688,Q9BZM1,3.1.1.4,1
200689,Q96HS1,3.1.3.16,1
200840,Q9NXJ5,3.4.19.3,1
200843,Q32NB8,2.7.8.5,1
200983,Q8N2W9,2.3.2.27,1
201006,Q9P1W9,2.7.11.1,1
201135,Q96RR1,3.6.4.12,1
201146,P12955,3.4.13.9,1
201280,P22079,1.11.1.7,1
201324,Q01813,2.7.1.11,1
201347,P16234,2.7.10.1,1
201563,Q16513,2.7.11.13,1
201582,Q99943,2.3.1.51,1
201583,Q9NQ66,3.1.4.11,1
201624,Q9UBF8,2.7.1.67,1
201642,Q9UG56,4.1.1.65,1
201648,O43164,2.3.2.27,1
201658,Q8N3E9,3.1.4.11,1
201665,Q9P212,3.1.4.11,1
201670,O14939,3.1.4.4,1
201991,Q8TCS8,2.7.7.8,1
202496,P42356,2.7.1.67,1
202529,P22061,2.1.1.77,1
202652,Q8NG27,2.3.2.27,1
202665,Q16512,2.7.11.13,1
202698,O75038,3.1.4.11,1
202700,Q86YW0,3.1.4.11,1
202969,Q8NA58,3.1.13.4,1
203020,Q99640,2.7.11.1,1
203264,P16298,3.1.3.16,1
203291,P11117,3.1.3.2,1
203310,P62937,5.2.1.8,1
203320,P45877,5.2.1.8,1
203334,Q9Y3C6,5.2.1.8,1
203336,Q9H2H8,5.2.1.8,1
203352,O15297,3.1.3.16,1
203356,Q9ULR3,3.1.3.16,1
203357,Q8N819,3.1.3.16,1
203391,Q9NQV7,2.1.1.43,1
203394,P32119,1.11.1.15,1
203529,Q9BZG2,3.1.3.2,1
203581,P35813,3.1.3.16,1
203791,Q9H0N5,4.2.1.96,1
203929,Q969H6,3.1.26.5,1
203990,P62714,3.1.3.16,1
204034,Q08752,5.2.1.8,1
204042,Q8WUA2,5.2.1.8,1
204053,Q8WY54,3.1.3.16,1
204124,Q9H611,3.6.4.12,1
204243,Q8IV08,3.1.4.4,1
204438,O14829,3.1.3.16,1
204443,P10619,3.4.16.5,1
204471,Q9UNP9,5.2.1.8,1
204474,Q13427,5.2.1.8,1
204476,O43447,5.2.1.8,1
204487,P53041,3.1.3.16,1
204652,Q01970,3.1.4.11,1
205127,Q9NVS9,1.4.3.5,1
205233,P36873,3.1.3.16,1
205314,Q8IXY8,5.2.1.8,1
205665,P23284,5.2.1.8,1
205683,O15355,3.1.3.16,1
205738,Q13029,2.1.1.43,1
205740,Q9NQX0,2.1.1.43,1
205742,P30048,1.11.1.15,1
205959,Q92620,3.6.4.13,1
206176,Q504Y2,2.7.10.2,1
206183,Q6P5Z2,2.7.11.13,1
206346,P00491,2.4.2.1,1
206427,P48454,3.1.3.16,1
206435,P60510,3.1.3.16,1
206443,P13686,3.1.3.2,1
206445,Q9NPH0,3.1.3.2,1
206520,Q15147,3.1.4.11,1
206522,Q9BRC7,3.1.4.11,1
206528,Q13393,3.1.4.4,1
206783,Q6XQN6,6.3.4.21,1
206872,Q9UBT6,2.7.7.7,1
206876,O75817,3.1.26.5,1
206942,Q99570,2.7.11.1,1
206962,P11309,2.7.11.1,1
207031,Q00722,3.1.4.11,1
207033,P51178,3.1.4.11,1
207035,Q9NRZ5,2.3.1.51,1
207036,P16885,3.1.4.11,1
207081,Q96AD5,3.1.1.3,1
207083,Q8IY17,3.1.1.5,1
207311,P67775,3.1.3.16,1
207313,Q08209,3.1.3.16,1
207371,Q5JR12,3.1.3.16,1
207372,Q5SGD2,3.1.3.16,1
207373,Q96MI6,3.1.3.16,1
207387,Q96BP3,5.2.1.8,1
207571,Q9UMS4,2.3.2.27,1
207605,Q8IYP2,3.4.21.4,1
207634,P25789,3.4.25.1,1
207641,P60900,3.4.25.1,1
207647,Q8TAA3,3.4.25.1,1
207920,P28070,3.4.25.1,1
208373,P28066,3.4.25.1,1
208629,Q86Y79,3.1.1.29,1
208704,Q05209,3.1.3.48,1
208705,Q15678,3.1.3.48,1
208706,Q4JDL3,3.1.3.48,1
209045,P11908,2.7.6.1,1
209083,P25788,3.4.25.1,1
209178,P40306,3.4.25.1,1
209277,Q13162,1.11.1.15,1
209279,P30044,1.11.1.15,1
209298,O43930,2.7.11.1,1
209468,P60891,2.7.6.1,1
209598,P49720,3.4.25.1,1
209759,Q9Y253,2.7.7.7,1
210211,Q99575,3.1.26.5,1
210220,P62136,3.1.3.16,1
210235,O14830,3.1.3.16,1
210276,O75688,3.1.3.16,1
210278,P49593,3.1.3.16,1
210302,Q8NI37,3.1.3.16,1
210310,Q9NQW5,2.1.1.43,1
210451,P49721,3.4.25.1,1
210459,P28074,3.4.25.1,1
210461,P28072,3.4.25.1,1
210463,P28062,3.4.25.1,1
210491,Q6ZNA4,2.3.2.27,1
211309,O95059,3.1.26.5,1
211314,P78346,3.1.26.5,1
211783,Q9NVW2,2.3.2.27,1
211896,Q9H777,3.1.26.11,1
211959,O75116,2.7.11.1,1
211964,Q04912,2.7.10.1,1
211966,Q01974,2.7.10.1,1
212467,Q8NCN4,2.3.2.27,1
212471,Q9NRR4,3.1.26.3,1
212539,Q99942,2.3.2.27,1
212877,Q9BQ52,3.1.26.11,1
213002,P04844,2.4.99.18,1
213303,Q9H633,3.1.26.5,1
213585,Q9BV68,2.3.2.27,1
213586,Q8WVZ7,2.3.2.27,1
213591,Q6ZSG1,2.3.2.27,1
213592,Q9H6Y7,2.3.2.27,1
213594,Q8IYW5,2.3.2.27,1
213596,Q96K19,2.3.2.27,1
213599,Q8N6D2,2.3.2.27,1
213653,Q9H0F5,2.3.2.27,1
213654,Q9H4P4,2.3.2.27,1
213655,P78317,2.3.2.27,1
213658,Q9Y252,2.3.2.27,1
213659,O76064,2.3.2.27,1
213940,P08922,2.7.10.1,1
213957,O14802,2.7.7.6,1
214774,P19474,2.3.2.27,1
214799,P30876,2.7.7.6,1
214803,Q9NW08,2.7.7.6,1
215364,Q9Y4L5,2.3.2.27,1
215486,Q96BH1,2.3.2.27,1
215487,Q969K3,2.3.2.27,1
215488,O94941,2.3.2.27,1
215725,P04843,2.4.99.18,1
215834,P07998,3.1.27.5,1
215840,P10153,3.1.27.5,1
216300,Q8IXW5,3.1.3.16,1
216587,O00237,2.3.2.27,1
216590,Q8IUD6,2.3.2.27,1
216591,Q8WVD3,2.3.2.27,1
216592,Q8WU17,2.3.2.27,1
216593,Q9NTX7,2.3.2.27,1
216602,Q9P0P0,2.3.2.27,1
216653,Q68DV7,2.3.2.27,1
217064,Q9Y508,2.3.2.27,1
217073,Q96GF1,2.3.2.27,1
217204,O75792,3.1.26.4,1
218109,P34925,2.7.10.1,1
218574,O95707,3.1.26.5,1
218576,P78345,3.1.26.5,1
219529,Q9NZ71,3.6.4.12,1
219892,O00442,6.5.1.4,1
220977,P21912,1.3.5.1,1
222114,Q9Y265,3.6.4.12,1
222585,O43865,3.3.1.1,1
222586,Q96HN2,3.3.1.1,1
222814,Q9Y230,3.6.4.12,1
223013,P67812,3.4.21.89,1
223355,P0C264,2.7.11.1,1
223516,P23526,3.3.1.1,1
223824,Q9UPS6,2.1.1.43,1
223853,Q96BR1,2.7.11.1,1
223870,P57059,2.7.11.1,1
223901,P42285,3.6.4.13,1
223953,P0C263,2.7.11.1,1
224007,P31040,1.3.5.1,1
224167,Q96T68,2.1.1.43,1
224170,Q9BYW2,2.1.1.43,1
224458,Q9BSV6,4.6.1.16,1
224514,Q15047,2.1.1.43,1
224515,Q86TU7,2.1.1.43,1
224528,Q96LW2,2.7.11.1,1
224642,Q8NCE0,4.6.1.16,1
224681,Q9Y617,2.6.1.52,1
224695,Q9Y6P5,1.11.1.15,1
224696,P58004,1.11.1.15,1
224847,Q52WX2,2.7.11.1,1
225100,O00141,2.7.11.1,1
225107,Q7Z6J0,2.3.2.27,1
225518,P12931,2.7.10.2,1
225676,Q9UEE5,2.7.11.1,1
225689,Q8WU08,2.7.11.1,1
225729,Q9BYT3,2.7.11.1,1
225732,Q8N2I9,2.7.11.1,1
225981,P49588,6.1.1.7,1
225982,Q5JTZ9,6.1.1.7,1
226097,Q9HA77,6.1.1.16,1
226185,Q6PI48,6.1.1.12,1
226307,Q9H3Y6,2.7.10.2,1
226308,Q9UPE1,2.7.11.1,1
226385,Q15831,2.7.11.1,1
226391,Q13043,2.7.11.1,1
226513,P49842,2.7.11.1,1
