Protein UniProt Acc.,EC Number,isEnzyme
P29622,0.0.0.0,0
Q14678,0.0.0.0,0
O60928,0.0.0.0,0
Q9NYG8,0.0.0.0,0
O95279,0.0.0.0,0
Q9BQ31,0.0.0.0,0
Q8TDN2,0.0.0.0,0
O60938,0.0.0.0,0
Q8N4N8,0.0.0.0,0
Q99661,0.0.0.0,0
Q9HAQ2,0.0.0.0,0
Q07866,0.0.0.0,0
Q6PID8,0.0.0.0,0
Q13118,0.0.0.0,0
Q9Y4X4,0.0.0.0,0
Q13886,0.0.0.0,0
Q9P2G9,0.0.0.0,0
Q9BQ66,0.0.0.0,0
Q9BYR7,0.0.0.0,0
Q5VV43,0.0.0.0,0
Q6UXG2,0.0.0.0,0
P05783,0.0.0.0,0
Q8N1N4,0.0.0.0,0
Q9H1H9,0.0.0.0,0
Q96Q89,0.0.0.0,0
P52732,0.0.0.0,0
Q14807,0.0.0.0,0
Q9BYQ7,0.0.0.0,0
Q9BYQ0,0.0.0.0,0
Q86UP2,0.0.0.0,0
Q15334,0.0.0.0,0
O75840,0.0.0.0,0
Q2WGJ6,0.0.0.0,0
Q8IXQ5,0.0.0.0,0
Q86Z14,0.0.0.0,0
P01042,0.0.0.0,0
P50748,0.0.0.0,0
Q9Y664,0.0.0.0,0
Q9BYQ6,0.0.0.0,0
P0C7H8,0.0.0.0,0
Q9BYQ2,0.0.0.0,0
Q8NCW0,0.0.0.0,0
Q9BVA0,0.0.0.0,0
P01599,0.0.0.0,0
Q9BQD3,0.0.0.0,0
Q6GTX8,0.0.0.0,0
Q9Y6N6,0.0.0.0,0
O43813,0.0.0.0,0
Q92615,0.0.0.0,0
Q8IWV1,0.0.0.0,0
Q86UK5,0.0.0.0,0
P18428,0.0.0.0,0
O95751,0.0.0.0,0
O75829,0.0.0.0,0
P17931,0.0.0.0,0
Q8NC56,0.0.0.0,0
Q13887,0.0.0.0,0
Q53G59,0.0.0.0,0
D3W0D1,0.0.0.0,0
P46019,0.0.0.0,0
Q9BYR3,0.0.0.0,0
Q9BYR0,0.0.0.0,0
Q6L8H2,0.0.0.0,0
Q9BYQ4,0.0.0.0,0
Q5T7P2,0.0.0.0,0
P19256,0.0.0.0,0
O00292,0.0.0.0,0
O95970,0.0.0.0,0
Q13601,0.0.0.0,0
P01619,0.0.0.0,0
P32004,0.0.0.0,0
Q6P1M3,0.0.0.0,0
P55268,0.0.0.0,0
Q14847,0.0.0.0,0
Q14739,0.0.0.0,0
Q9UJU2,0.0.0.0,0
P42702,0.0.0.0,0
P15018,0.0.0.0,0
Q9NXV2,0.0.0.0,0
Q14145,0.0.0.0,0
Q07666,0.0.0.0,0
Q9NQT8,0.0.0.0,0
Q96L93,0.0.0.0,0
P43629,0.0.0.0,0
Q5T7B8,0.0.0.0,0
O15066,0.0.0.0,0
Q2M1P5,0.0.0.0,0
O60870,0.0.0.0,0
Q9Y5W3,0.0.0.0,0
Q9P2N7,0.0.0.0,0
Q9Y2M5,0.0.0.0,0
Q9UJP4,0.0.0.0,0
O60662,0.0.0.0,0
Q96E93,0.0.0.0,0
Q93100,0.0.0.0,0
O60256,0.0.0.0,0
Q5VWX1,0.0.0.0,0
Q6UWL6,0.0.0.0,0
Q15726,0.0.0.0,0
Q2M2Z5,0.0.0.0,0
Q99612,0.0.0.0,0
Q9NZS2,0.0.0.0,0
Q5T749,0.0.0.0,0
P60370,0.0.0.0,0
Q9NVR5,0.0.0.0,0
Q13094,0.0.0.0,0
P47929,0.0.0.0,0
P48048,0.0.0.0,0
O14649,0.0.0.0,0
P56696,0.0.0.0,0
A8MYU2,0.0.0.0,0
O43896,0.0.0.0,0
Q02241,0.0.0.0,0
Q969F8,0.0.0.0,0
P60409,0.0.0.0,0
P60329,0.0.0.0,0
Q6ZP29,0.0.0.0,0
P05455,0.0.0.0,0
P59990,0.0.0.0,0
P60328,0.0.0.0,0
P01597,0.0.0.0,0
P06310,0.0.0.0,0
P06315,0.0.0.0,0
A4D0S4,0.0.0.0,0
P11047,0.0.0.0,0
P13473,0.0.0.0,0
Q9UJQ1,0.0.0.0,0
Q9NS86,0.0.0.0,0
Q9UHI5,0.0.0.0,0
Q6UX15,0.0.0.0,0
Q9Y383,0.0.0.0,0
Q86VQ0,0.0.0.0,0
Q5TA81,0.0.0.0,0
Q9BYR4,0.0.0.0,0
Q9BYQ5,0.0.0.0,0
Q6L8G9,0.0.0.0,0
P78385,0.0.0.0,0
P24043,0.0.0.0,0
Q16787,0.0.0.0,0
O15230,0.0.0.0,0
Q13751,0.0.0.0,0
P42166,0.0.0.0,0
Q5T752,0.0.0.0,0
Q05315,0.0.0.0,0
O75473,0.0.0.0,0
Q96JN0,0.0.0.0,0
Q5T700,0.0.0.0,0
P50851,0.0.0.0,0
O15116,0.0.0.0,0
Q86X29,0.0.0.0,0
Q9HCC9,0.0.0.0,0
Q15722,0.0.0.0,0
Q6P1Q0,0.0.0.0,0
Q6IAA8,0.0.0.0,0
P16150,0.0.0.0,0
Q9UHB6,0.0.0.0,0
Q969R5,0.0.0.0,0
Q9HBW0,0.0.0.0,0
Q2I0M4,0.0.0.0,0
O75112,0.0.0.0,0
P09382,0.0.0.0,0
O00214,0.0.0.0,0
Q96BZ8,0.0.0.0,0
Q8WVC0,0.0.0.0,0
Q86W92,0.0.0.0,0
Q12907,0.0.0.0,0
Q96JM7,0.0.0.0,0
P02545,0.0.0.0,0
Q8TAP4,0.0.0.0,0
P42704,0.0.0.0,0
Q93052,0.0.0.0,0
P62310,0.0.0.0,0
P33241,0.0.0.0,0
Q969X1,0.0.0.0,0
Q9NUP9,0.0.0.0,0
Q5TKA1,0.0.0.0,0
P01130,0.0.0.0,0
Q9HC24,0.0.0.0,0
Q9HAP6,0.0.0.0,0
A6NI73,0.0.0.0,0
Q8NHJ6,0.0.0.0,0
Q17RB8,0.0.0.0,0
Q08380,0.0.0.0,0
P48059,0.0.0.0,0
Q6MZP7,0.0.0.0,0
O14910,0.0.0.0,0
Q9H0V9,0.0.0.0,0
Q9C0E8,0.0.0.0,0
P01624,0.0.0.0,0
Q16363,0.0.0.0,0
Q13571,0.0.0.0,0
Q659C4,0.0.0.0,0
O75387,0.0.0.0,0
Q5TA78,0.0.0.0,0
P31025,0.0.0.0,0
O14960,0.0.0.0,0
O95202,0.0.0.0,0
Q9UGP4,0.0.0.0,0
Q9H400,0.0.0.0,0
Q13136,0.0.0.0,0
P61326,0.0.0.0,0
P30301,0.0.0.0,0
Q9H081,0.0.0.0,0
Q9NXB0,0.0.0.0,0
Q14165,0.0.0.0,0
P40692,0.0.0.0,0
Q9BXW4,0.0.0.0,0
Q9UH92,0.0.0.0,0
P55081,0.0.0.0,0
Q13361,0.0.0.0,0
Q6UXV4,0.0.0.0,0
Q9H8S9,0.0.0.0,0
Q8NHS3,0.0.0.0,0
Q7L4E1,0.0.0.0,0
Q8IY33,0.0.0.0,0
Q7Z6M3,0.0.0.0,0
Q8N183,0.0.0.0,0
P03971,0.0.0.0,0
O75030,0.0.0.0,0
P21741,0.0.0.0,0
Q9GZQ8,0.0.0.0,0
Q99583,0.0.0.0,0
Q15014,0.0.0.0,0
Q9HD47,0.0.0.0,0
Q16653,0.0.0.0,0
Q14149,0.0.0.0,0
Q86XN8,0.0.0.0,0
Q86YR7,0.0.0.0,0
O75121,0.0.0.0,0
Q08431,0.0.0.0,0
Q9NX63,0.0.0.0,0
Q9BUR5,0.0.0.0,0
Q29983,0.0.0.0,0
Q8N108,0.0.0.0,0
Q5HYA8,0.0.0.0,0
Q9H8L6,0.0.0.0,0
Q6ZRQ5,0.0.0.0,0
P41218,0.0.0.0,0
Q9Y6X9,0.0.0.0,0
O75970,0.0.0.0,0
O95297,0.0.0.0,0
P49959,0.0.0.0,0
Q92887,0.0.0.0,0
O15440,0.0.0.0,0
Q96J65,0.0.0.0,0
Q9Y6F6,0.0.0.0,0
Q9UBU8,0.0.0.0,0
Q99547,0.0.0.0,0
Q8TAP9,0.0.0.0,0
Q14168,0.0.0.0,0
P11717,0.0.0.0,0
P39210,0.0.0.0,0
Q9NV56,0.0.0.0,0
P33527,0.0.0.0,0
O15439,0.0.0.0,0
Q5T3U5,0.0.0.0,0
Q9NYP9,0.0.0.0,0
Q8N5Y2,0.0.0.0,0
P43246,0.0.0.0,0
Q9UHC1,0.0.0.0,0
Q8NB16,0.0.0.0,0
Q2QL34,0.0.0.0,0
Q96HT8,0.0.0.0,0
P20585,0.0.0.0,0
Q13421,0.0.0.0,0
Q9BQA1,0.0.0.0,0
Q96T58,0.0.0.0,0
Q8TD10,0.0.0.0,0
Q7L9L4,0.0.0.0,0
Q9NPJ1,0.0.0.0,0
Q969V6,0.0.0.0,0
Q9H492,0.0.0.0,0
P10916,0.0.0.0,0
Q8TF71,0.0.0.0,0
O60669,0.0.0.0,0
P36021,0.0.0.0,0
Q00325,0.0.0.0,0
Q5T2T1,0.0.0.0,0
Q99549,0.0.0.0,0
P20645,0.0.0.0,0
Q69YI7,0.0.0.0,0
P59047,0.0.0.0,0
P19878,0.0.0.0,0
O60721,0.0.0.0,0
Q8NFF2,0.0.0.0,0
Q969V3,0.0.0.0,0
Q13772,0.0.0.0,0
Q8NI08,0.0.0.0,0
Q92802,0.0.0.0,0
Q9BXJ9,0.0.0.0,0
Q14CX7,0.0.0.0,0
Q9H6Q4,0.0.0.0,0
Q14596,0.0.0.0,0
Q14919,0.0.0.0,0
Q9GZM8,0.0.0.0,0
P17677,0.0.0.0,0
P21359,0.0.0.0,0
Q16236,0.0.0.0,0
P13533,0.0.0.0,0
P12883,0.0.0.0,0
P08590,0.0.0.0,0
Q58DX5,0.0.0.0,0
P60321,0.0.0.0,0
Q8NEY1,0.0.0.0,0
O60934,0.0.0.0,0
Q9BT17,0.0.0.0,0
Q13203,0.0.0.0,0
Q99417,0.0.0.0,0
Q9P2K5,0.0.0.0,0
P02144,0.0.0.0,0
P60660,0.0.0.0,0
Q8WU39,0.0.0.0,0
Q5VZE5,0.0.0.0,0
Q15742,0.0.0.0,0
Q14764,0.0.0.0,0
P04198,0.0.0.0,0
P23409,0.0.0.0,0
P52179,0.0.0.0,0
Q5VTT5,0.0.0.0,0
Q5VU43,0.0.0.0,0
P25189,0.0.0.0,0
Q00872,0.0.0.0,0
O60237,0.0.0.0,0
Q9BZM5,0.0.0.0,0
Q96MN2,0.0.0.0,0
P49321,0.0.0.0,0
P61601,0.0.0.0,0
O15394,0.0.0.0,0
O14594,0.0.0.0,0
Q06455,0.0.0.0,0
Q5JR59,0.0.0.0,0
Q5SSG8,0.0.0.0,0
O60682,0.0.0.0,0
Q7Z401,0.0.0.0,0
Q96BF6,0.0.0.0,0
P47224,0.0.0.0,0
Q9BUK6,0.0.0.0,0
P04732,0.0.0.0,0
Q14872,0.0.0.0,0
Q86WG5,0.0.0.0,0
P50539,0.0.0.0,0
Q9NR99,0.0.0.0,0
Q8IUG5,0.0.0.0,0
Q9UKX3,0.0.0.0,0
P10242,0.0.0.0,0
Q969H8,0.0.0.0,0
P14649,0.0.0.0,0
P24844,0.0.0.0,0
Q9UBF9,0.0.0.0,0
P02689,0.0.0.0,0
Q14324,0.0.0.0,0
O14974,0.0.0.0,0
Q8WY41,0.0.0.0,0
Q9HCH0,0.0.0.0,0
Q9Y618,0.0.0.0,0
Q96H55,0.0.0.0,0
Q9NQX4,0.0.0.0,0
B2RTY4,0.0.0.0,0
P28698,0.0.0.0,0
Q96RE7,0.0.0.0,0
Q96HR8,0.0.0.0,0
Q86W26,0.0.0.0,0
Q8TB73,0.0.0.0,0
Q14494,0.0.0.0,0
P12036,0.0.0.0,0
O00159,0.0.0.0,0
Q12965,0.0.0.0,0
Q6PIF6,0.0.0.0,0
Q9NP98,0.0.0.0,0
Q86TC9,0.0.0.0,0
P60201,0.0.0.0,0
P0CAP1,0.0.0.0,0
Q8IZF0,0.0.0.0,0
Q9NX02,0.0.0.0,0
O15239,0.0.0.0,0
Q86Y39,0.0.0.0,0
O95298,0.0.0.0,0
Q7Z3B1,0.0.0.0,0
Q8IVL0,0.0.0.0,0
A0A0U1RRE5,0.0.0.0,0
Q6ZNJ1,0.0.0.0,0
Q01658,0.0.0.0,0
Q09161,0.0.0.0,0
P14598,0.0.0.0,0
O00533,0.0.0.0,0
Q9UI40,0.0.0.0,0
Q9HCD5,0.0.0.0,0
Q14686,0.0.0.0,0
P62166,0.0.0.0,0
O14931,0.0.0.0,0
Q00604,0.0.0.0,0
Q15843,0.0.0.0,0
Q9H3P2,0.0.0.0,0
Q8WX92,0.0.0.0,0
O00712,0.0.0.0,0
Q15599,0.0.0.0,0
Q86UT5,0.0.0.0,0
P59046,0.0.0.0,0
A2RRP1,0.0.0.0,0
P41271,0.0.0.0,0
Q9BTX1,0.0.0.0,0
Q8IXH7,0.0.0.0,0
O94856,0.0.0.0,0
Q13952,0.0.0.0,0
Q9BZQ8,0.0.0.0,0
Q7RTP0,0.0.0.0,0
Q0D2K0,0.0.0.0,0
Q9Y2I1,0.0.0.0,0
O75438,0.0.0.0,0
Q9Y6M9,0.0.0.0,0
Q9NX14,0.0.0.0,0
P56181,0.0.0.0,0
P19838,0.0.0.0,0
Q6P4R8,0.0.0.0,0
P26718,0.0.0.0,0
O15522,0.0.0.0,0
Q7RTR2,0.0.0.0,0
Q86WI3,0.0.0.0,0
Q9C000,0.0.0.0,0
Q14957,0.0.0.0,0
Q13287,0.0.0.0,0
Q9H6R4,0.0.0.0,0
P48745,0.0.0.0,0
Q86UR1,0.0.0.0,0
Q99743,0.0.0.0,0
Q14207,0.0.0.0,0
O15118,0.0.0.0,0
Q9HCQ7,0.0.0.0,0
P50391,0.0.0.0,0
Q14995,0.0.0.0,0
Q86VF7,0.0.0.0,0
Q9ULP0,0.0.0.0,0
O43920,0.0.0.0,0
O76041,0.0.0.0,0
Q92692,0.0.0.0,0
Q9NQS3,0.0.0.0,0
Q9NV92,0.0.0.0,0
Q9NPG2,0.0.0.0,0
P01138,0.0.0.0,0
P21452,0.0.0.0,0
P52952,0.0.0.0,0
Q96D46,0.0.0.0,0
Q96PB7,0.0.0.0,0
Q8NFA2,0.0.0.0,0
P61916,0.0.0.0,0
Q6UXI9,0.0.0.0,0
Q8N130,0.0.0.0,0
P49146,0.0.0.0,0
Q53F19,0.0.0.0,0
P16333,0.0.0.0,0
P55160,0.0.0.0,0
Q6J4K2,0.0.0.0,0
O43181,0.0.0.0,0
Q9HB63,0.0.0.0,0
Q0ZGT2,0.0.0.0,0
A6NCS4,0.0.0.0,0
Q9NPP4,0.0.0.0,0
Q96P20,0.0.0.0,0
Q9HB89,0.0.0.0,0
Q9BZE4,0.0.0.0,0
Q76FK4,0.0.0.0,0
Q9UM47,0.0.0.0,0
P55209,0.0.0.0,0
Q9UHC9,0.0.0.0,0
Q7Z494,0.0.0.0,0
O75161,0.0.0.0,0
Q9HC58,0.0.0.0,0
Q71RS6,0.0.0.0,0
O76036,0.0.0.0,0
O95944,0.0.0.0,0
P40205,0.0.0.0,0
O43678,0.0.0.0,0
P56556,0.0.0.0,0
Q9P0J0,0.0.0.0,0
O95139,0.0.0.0,0
Q8NEJ9,0.0.0.0,0
Q86WB0,0.0.0.0,0
Q6KC79,0.0.0.0,0
Q8N5F7,0.0.0.0,0
Q12879,0.0.0.0,0
Q9HBL8,0.0.0.0,0
Q9GZQ4,0.0.0.0,0
Q9HC29,0.0.0.0,0
P48681,0.0.0.0,0
Q8NET5,0.0.0.0,0
P07196,0.0.0.0,0
Q9UJF2,0.0.0.0,0
Q99801,0.0.0.0,0
Q9ULX3,0.0.0.0,0
Q8WTT2,0.0.0.0,0
Q5C9Z4,0.0.0.0,0
Q9NPE3,0.0.0.0,0
O00567,0.0.0.0,0
P49116,0.0.0.0,0
Q92597,0.0.0.0,0
O00483,0.0.0.0,0
P18615,0.0.0.0,0
Q9Y6K9,0.0.0.0,0
P01178,0.0.0.0,0
P01185,0.0.0.0,0
Q9Y4A8,0.0.0.0,0
O95644,0.0.0.0,0
Q14934,0.0.0.0,0
O94916,0.0.0.0,0
Q16621,0.0.0.0,0
Q16649,0.0.0.0,0
Q00653,0.0.0.0,0
Q92886,0.0.0.0,0
Q9NX24,0.0.0.0,0
Q96TA1,0.0.0.0,0
Q8N4C6,0.0.0.0,0
P26717,0.0.0.0,0
P11940,0.0.0.0,0
Q6VY07,0.0.0.0,0
Q86YC2,0.0.0.0,0
Q8WX93,0.0.0.0,0
P55085,0.0.0.0,0
Q9NWS1,0.0.0.0,0
Q8IV76,0.0.0.0,0
Q9BZA7,0.0.0.0,0
P01127,0.0.0.0,0
Q86YL7,0.0.0.0,0
Q29RF7,0.0.0.0,0
Q9BZF1,0.0.0.0,0
Q8TDS5,0.0.0.0,0
Q06190,0.0.0.0,0
Q86YP4,0.0.0.0,0
P27986,0.0.0.0,0
Q8N7H5,0.0.0.0,0
P23760,0.0.0.0,0
P12004,0.0.0.0,0
Q15113,0.0.0.0,0
Q9UHG2,0.0.0.0,0
Q9BQ51,0.0.0.0,0
Q9Y5Y4,0.0.0.0,0
Q15116,0.0.0.0,0
O14737,0.0.0.0,0
Q9GZP0,0.0.0.0,0
Q9BY77,0.0.0.0,0
Q5VY43,0.0.0.0,0
P51575,0.0.0.0,0
Q96G91,0.0.0.0,0
Q5MIZ7,0.0.0.0,0
P40424,0.0.0.0,0
Q15365,0.0.0.0,0
O94913,0.0.0.0,0
Q96NT5,0.0.0.0,0
Q3KNV8,0.0.0.0,0
Q9BYE7,0.0.0.0,0
Q8WW12,0.0.0.0,0
O43924,0.0.0.0,0
Q08174,0.0.0.0,0
Q9NZQ7,0.0.0.0,0
Q53EL6,0.0.0.0,0
Q9NRA1,0.0.0.0,0
Q5EBL8,0.0.0.0,0
Q9H5P4,0.0.0.0,0
P16284,0.0.0.0,0
Q9Y5Y5,0.0.0.0,0
Q9BPZ3,0.0.0.0,0
O75781,0.0.0.0,0
Q9NVD7,0.0.0.0,0
P40425,0.0.0.0,0
O00151,0.0.0.0,0
Q96HC4,0.0.0.0,0
Q9NR12,0.0.0.0,0
P01213,0.0.0.0,0
Q6Y7W6,0.0.0.0,0
O75381,0.0.0.0,0
O43933,0.0.0.0,0
Q96IZ0,0.0.0.0,0
P26367,0.0.0.0,0
Q06710,0.0.0.0,0
P49023,0.0.0.0,0
Q86U86,0.0.0.0,0
Q9Y5I3,0.0.0.0,0
Q15154,0.0.0.0,0
Q9GZU2,0.0.0.0,0
Q7Z412,0.0.0.0,0
P28328,0.0.0.0,0
P50542,0.0.0.0,0
P35232,0.0.0.0,0
Q9BUH6,0.0.0.0,0
Q96AQ6,0.0.0.0,0
Q15366,0.0.0.0,0
Q8TAB3,0.0.0.0,0
Q6V1P9,0.0.0.0,0
Q9UN66,0.0.0.0,0
Q9BSM1,0.0.0.0,0
Q16342,0.0.0.0,0
Q9NTI5,0.0.0.0,0
Q8IYB4,0.0.0.0,0
Q9HC10,0.0.0.0,0
Q9Y5P8,0.0.0.0,0
P51582,0.0.0.0,0
Q9H244,0.0.0.0,0
Q8IZE3,0.0.0.0,0
Q9H074,0.0.0.0,0
Q9HBI0,0.0.0.0,0
Q02548,0.0.0.0,0
Q96FE7,0.0.0.0,0
P18509,0.0.0.0,0
Q9UNF0,0.0.0.0,0
Q58A45,0.0.0.0,0
Q6TCH7,0.0.0.0,0
Q8TEW8,0.0.0.0,0
Q9NPB6,0.0.0.0,0
Q86TB9,0.0.0.0,0
Q15645,0.0.0.0,0
Q5JVF3,0.0.0.0,0
Q7Z2X4,0.0.0.0,0
O95613,0.0.0.0,0
Q13258,0.0.0.0,0
Q9BUL8,0.0.0.0,0
Q9H2J4,0.0.0.0,0
Q56P42,0.0.0.0,0
Q86UN2,0.0.0.0,0
Q86UN3,0.0.0.0,0
Q6IQ22,0.0.0.0,0
Q9ULC3,0.0.0.0,0
P48556,0.0.0.0,0
O95456,0.0.0.0,0
Q13308,0.0.0.0,0
Q96HA9,0.0.0.0,0
P10082,0.0.0.0,0
Q9UKA9,0.0.0.0,0
O75192,0.0.0.0,0
P21246,0.0.0.0,0
O14949,0.0.0.0,0
Q96P65,0.0.0.0,0
P51665,0.0.0.0,0
Q92530,0.0.0.0,0
Q96EY7,0.0.0.0,0
P26022,0.0.0.0,0
Q9UHX1,0.0.0.0,0
P0DMW2,0.0.0.0,0
Q9BRQ0,0.0.0.0,0
O75807,0.0.0.0,0
O43663,0.0.0.0,0
Q92733,0.0.0.0,0
Q92954,0.0.0.0,0
Q9UBK2,0.0.0.0,0
P35998,0.0.0.0,0
Q14997,0.0.0.0,0
Q969U7,0.0.0.0,0
Q8IYL9,0.0.0.0,0
Q6NZI2,0.0.0.0,0
O00231,0.0.0.0,0
Q9Y248,0.0.0.0,0
P55036,0.0.0.0,0
Q03431,0.0.0.0,0
P12272,0.0.0.0,0
P53801,0.0.0.0,0
Q14671,0.0.0.0,0
Q15397,0.0.0.0,0
Q00577,0.0.0.0,0
Q8NAV1,0.0.0.0,0
P43686,0.0.0.0,0
Q9UNM6,0.0.0.0,0
O75475,0.0.0.0,0
O00233,0.0.0.0,0
Q3SYG4,0.0.0.0,0
Q96NR3,0.0.0.0,0
Q86YD1,0.0.0.0,0
O75832,0.0.0.0,0
Q14691,0.0.0.0,0
Q16401,0.0.0.0,0
P26599,0.0.0.0,0
Q9Y6C5,0.0.0.0,0
P06454,0.0.0.0,0
Q16849,0.0.0.0,0
Q13156,0.0.0.0,0
P40938,0.0.0.0,0
P40937,0.0.0.0,0
Q7L804,0.0.0.0,0
O75154,0.0.0.0,0
Q9NWB1,0.0.0.0,0
Q8NHV9,0.0.0.0,0
P27635,0.0.0.0,0
P30050,0.0.0.0,0
P18621,0.0.0.0,0
P46778,0.0.0.0,0
P61254,0.0.0.0,0
P62899,0.0.0.0,0
Q9UQ26,0.0.0.0,0
Q6NUQ1,0.0.0.0,0
O76021,0.0.0.0,0
P46779,0.0.0.0,0
P49207,0.0.0.0,0
O95153,0.0.0.0,0
P62906,0.0.0.0,0
P62750,0.0.0.0,0
P83731,0.0.0.0,0
Q8WYP3,0.0.0.0,0
P50914,0.0.0.0,0
P61313,0.0.0.0,0
P26373,0.0.0.0,0
Q02543,0.0.0.0,0
O96011,0.0.0.0,0
Q7Z7A4,0.0.0.0,0
O75771,0.0.0.0,0
P61026,0.0.0.0,0
Q92930,0.0.0.0,0
Q8WXC3,0.0.0.0,0
Q9Y3Y4,0.0.0.0,0
Q9BRP8,0.0.0.0,0
P31930,0.0.0.0,0
P22695,0.0.0.0,0
Q8TBN0,0.0.0.0,0
Q9UJ41,0.0.0.0,0
P60763,0.0.0.0,0
P43351,0.0.0.0,0
Q9Y3L5,0.0.0.0,0
Q8WWW0,0.0.0.0,0
P28749,0.0.0.0,0
P15151,0.0.0.0,0
Q7Z6M1,0.0.0.0,0
O75943,0.0.0.0,0
O60216,0.0.0.0,0
O60894,0.0.0.0,0
O60895,0.0.0.0,0
Q9BTL3,0.0.0.0,0
P07919,0.0.0.0,0
Q15109,0.0.0.0,0
P46060,0.0.0.0,0
P11233,0.0.0.0,0
O60896,0.0.0.0,0
Q86YV0,0.0.0.0,0
O14807,0.0.0.0,0
P01111,0.0.0.0,0
P62491,0.0.0.0,0
P51159,0.0.0.0,0
Q14964,0.0.0.0,0
Q8IUD2,0.0.0.0,0
Q08999,0.0.0.0,0
P98175,0.0.0.0,0
Q96T37,0.0.0.0,0
Q5T481,0.0.0.0,0
Q96IZ5,0.0.0.0,0
P38159,0.0.0.0,0
P61019,0.0.0.0,0
Q13636,0.0.0.0,0
Q15286,0.0.0.0,0
P57729,0.0.0.0,0
Q15276,0.0.0.0,0
P29373,0.0.0.0,0
Q06609,0.0.0.0,0
Q96JH8,0.0.0.0,0
P35241,0.0.0.0,0
Q9H6Z4,0.0.0.0,0
Q96S59,0.0.0.0,0
P62834,0.0.0.0,0
Q15907,0.0.0.0,0
Q15042,0.0.0.0,0
Q96PK6,0.0.0.0,0
Q9NW13,0.0.0.0,0
P78332,0.0.0.0,0
Q9H1K0,0.0.0.0,0
P53805,0.0.0.0,0
Q15293,0.0.0.0,0
P54725,0.0.0.0,0
P54727,0.0.0.0,0
Q2TAL8,0.0.0.0,0
Q9NP72,0.0.0.0,0
Q15771,0.0.0.0,0
Q96AX2,0.0.0.0,0
Q96QF0,0.0.0.0,0
P20340,0.0.0.0,0
O14966,0.0.0.0,0
Q8NFJ5,0.0.0.0,0
Q8NDT2,0.0.0.0,0
Q96DA2,0.0.0.0,0
Q96S21,0.0.0.0,0
Q9H2M9,0.0.0.0,0
P25800,0.0.0.0,0
P06400,0.0.0.0,0
Q9UKL0,0.0.0.0,0
O43502,0.0.0.0,0
Q9NX57,0.0.0.0,0
O95716,0.0.0.0,0
Q86YS6,0.0.0.0,0
Q9NRW1,0.0.0.0,0
Q96IS3,0.0.0.0,0
Q9H082,0.0.0.0,0
Q5R372,0.0.0.0,0
Q9UBF6,0.0.0.0,0
Q15415,0.0.0.0,0
Q92600,0.0.0.0,0
Q9P2K3,0.0.0.0,0
Q7Z5L2,0.0.0.0,0
O15315,0.0.0.0,0
Q9H0T7,0.0.0.0,0
Q9H0U4,0.0.0.0,0
Q9UL25,0.0.0.0,0
P57735,0.0.0.0,0
Q9ULW5,0.0.0.0,0
P51157,0.0.0.0,0
Q9BZG1,0.0.0.0,0
P20338,0.0.0.0,0
P20339,0.0.0.0,0
P51149,0.0.0.0,0
P61006,0.0.0.0,0
P63244,0.0.0.0,0
P10114,0.0.0.0,0
Q13702,0.0.0.0,0
P20936,0.0.0.0,0
Q9Y272,0.0.0.0,0
Q02833,0.0.0.0,0
O95294,0.0.0.0,0
P29558,0.0.0.0,0
O00559,0.0.0.0,0
Q14257,0.0.0.0,0
Q96D71,0.0.0.0,0
Q92785,0.0.0.0,0
P61224,0.0.0.0,0
Q70E73,0.0.0.0,0
P50749,0.0.0.0,0
O43374,0.0.0.0,0
Q15291,0.0.0.0,0
Q14498,0.0.0.0,0
P98179,0.0.0.0,0
Q96LT9,0.0.0.0,0
Q8IUH3,0.0.0.0,0
P25791,0.0.0.0,0
Q8NFH8,0.0.0.0,0
Q96A58,0.0.0.0,0
Q9H4X1,0.0.0.0,0
Q7Z5J4,0.0.0.0,0
Q9UKM9,0.0.0.0,0
Q93062,0.0.0.0,0
P18754,0.0.0.0,0
Q9H902,0.0.0.0,0
Q04864,0.0.0.0,0
Q9BZI7,0.0.0.0,0
Q9HAU5,0.0.0.0,0
P10745,0.0.0.0,0
Q9HD89,0.0.0.0,0
P78406,0.0.0.0,0
P24386,0.0.0.0,0
Q86SE5,0.0.0.0,0
P13631,0.0.0.0,0
Q99969,0.0.0.0,0
Q15283,0.0.0.0,0
Q9NS23,0.0.0.0,0
P01112,0.0.0.0,0
P01116,0.0.0.0,0
Q9Y3P9,0.0.0.0,0
Q6H3X3,0.0.0.0,0
Q13127,0.0.0.0,0
O14559,0.0.0.0,0
Q6R327,0.0.0.0,0
Q8TB24,0.0.0.0,0
P13489,0.0.0.0,0
Q969X0,0.0.0.0,0
P62820,0.0.0.0,0
Q13637,0.0.0.0,0
P20336,0.0.0.0,0
Q96AH8,0.0.0.0,0
P57052,0.0.0.0,0
Q9BWF3,0.0.0.0,0
Q15311,0.0.0.0,0
Q92804,0.0.0.0,0
P04090,0.0.0.0,0
P35251,0.0.0.0,0
Q14699,0.0.0.0,0
O14827,0.0.0.0,0
P49798,0.0.0.0,0
Q8NG50,0.0.0.0,0
Q8TAI7,0.0.0.0,0
Q9BRK0,0.0.0.0,0
Q9BWE0,0.0.0.0,0
P35250,0.0.0.0,0
Q9UBD6,0.0.0.0,0
O43182,0.0.0.0,0
Q9NVN3,0.0.0.0,0
Q96NA2,0.0.0.0,0
P35244,0.0.0.0,0
